04-24 10:22:05	##### arguments #####
04-24 10:22:05	dataset: cifar100
04-24 10:22:05	model_config: config/model/wrn-16-4.json
04-24 10:22:05	-- num_layer: 16
04-24 10:22:05	-- widening_factor: 4
04-24 10:22:05	run_config: config/run/adv_train_fgsm.json
04-24 10:22:05	-- batch_size_train: 128
04-24 10:22:05	-- batch_size_eval: 256
04-24 10:22:05	-- num_epochs: 100
04-24 10:22:05	-- learning_rate: 0.1
04-24 10:22:05	-- learning_rate_scheduler: cyclicLR
04-24 10:22:05	-- momentum: 0.9
04-24 10:22:05	-- weight_decay: 0.0005
04-24 10:22:05	-- dropout_rate: 0
04-24 10:22:05	-- adv_train_type: fgsm
04-24 10:22:05	-- epsilon_train: 8
04-24 10:22:05	-- alpha_train: 2
04-24 10:22:05	-- epsilon_eval: 8
04-24 10:22:05	-- alpha_eval: 2
04-24 10:22:05	-- restarts_eval: 1
04-24 10:22:05	-- attack_iters_eval: 5
04-24 10:22:05	device: cuda (1 GPUs)
04-24 10:22:05	output_path: results/cifar100/baselines/adversarial_fgsm/wrn-16-4
04-24 10:22:05	log_file: results/cifar100/baselines/adversarial_fgsm/wrn-16-4/adv_train_wrn_log.txt

04-24 10:22:05	start loading datasets: cifar100
04-24 10:22:07	loaded 50000 dataset_train samples
04-24 10:22:07	loaded 10000 dataset_test samples
04-24 10:22:07	elapsed time: 0:00:01.472818

04-24 10:22:07	start initializing a model
04-24 10:22:07	end initializing a model
04-24 10:22:07	elapsed time:0:00:00.047063

04-24 10:22:07	start setting trainer configurations
04-24 10:22:11	end setting trainer configurations
04-24 10:22:11	elapsed time:0:00:03.991016

04-24 10:22:11	start training a model
04-24 10:22:11	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-24 10:41:10	024	train	2.0673	0.4383	|	test	2.1950	0.1460
04-24 10:41:58	025	train	2.0352	0.4473	|	test	2.2041	0.1447
04-24 10:42:45	026	train	2.0075	0.4533	|	test	2.1628	0.1479
04-24 10:43:33	027	train	1.9846	0.4560	|	test	2.1902	0.1369
04-24 10:44:20	028	train	1.9605	0.4637	|	test	2.1533	0.1443
04-24 10:45:08	029	train	1.9388	0.4667	|	test	2.1896	0.1453
04-24 10:45:55	030	train	1.9187	0.4717	|	test	2.1414	0.1430
04-24 10:46:42	031	train	1.8980	0.4765	|	test	2.1372	0.1502
04-24 10:47:30	032	train	1.8818	0.4795	|	test	2.1702	0.1382
04-24 10:48:17	033	train	1.8657	0.4796	|	test	2.1313	0.1450
04-24 10:49:05	034	train	1.8502	0.4868	|	test	2.1873	0.1288
04-24 10:49:52	035	train	1.8395	0.4900	|	test	2.1159	0.1437
04-24 10:50:40	036	train	1.8264	0.4899	|	test	2.1524	0.1484
04-24 10:51:27	037	train	1.8106	0.4944	|	test	2.1722	0.1417
04-24 10:52:14	038	train	1.7988	0.4972	|	test	2.1216	0.1401
04-24 10:53:02	039	train	1.7926	0.5004	|	test	2.1426	0.1372
04-24 10:53:49	040	train	1.7818	0.5026	|	test	2.1295	0.1442
04-24 10:54:37	041	train	1.7665	0.5056	|	test	2.1472	0.1219
04-24 10:55:25	042	train	1.7603	0.5052	|	test	2.1006	0.1427
04-24 10:56:12	043	train	1.7569	0.5078	|	test	2.1282	0.1424
04-24 10:56:59	044	train	1.7491	0.5098	|	test	2.0990	0.1464
04-24 10:57:47	045	train	1.7438	0.5098	|	test	2.1081	0.1414
04-24 10:58:34	046	train	1.7318	0.5130	|	test	2.1389	0.1307
04-24 10:59:22	047	train	1.7259	0.5141	|	test	2.0969	0.1381
04-24 11:00:09	048	train	1.7322	0.5139	|	test	2.0945	0.1527
04-24 11:00:57	049	train	1.7156	0.5177	|	test	2.1523	0.1378
04-24 11:01:45	050	train	1.7143	0.5186	|	test	2.1653	0.1371
04-24 11:02:32	051	train	1.7034	0.5184	|	test	2.1468	0.1265
04-24 11:03:20	052	train	1.6878	0.5239	|	test	2.1061	0.1417
04-24 11:04:07	053	train	1.6782	0.5255	|	test	2.0911	0.1452
04-24 11:04:55	054	train	1.6584	0.5311	|	test	2.1434	0.1238
04-24 11:05:42	055	train	1.6444	0.5349	|	test	2.0876	0.1436
04-24 11:06:30	056	train	1.6339	0.5370	|	test	2.0869	0.1464
04-24 11:07:17	057	train	1.6158	0.5405	|	test	2.1077	0.1376
04-24 11:08:04	058	train	1.6134	0.5409	|	test	2.0991	0.1462
04-24 11:08:52	059	train	1.5935	0.5445	|	test	2.1104	0.1471
04-24 11:09:40	060	train	1.5768	0.5508	|	test	2.0721	0.1394
04-24 11:10:27	061	train	1.5716	0.5525	|	test	2.0922	0.1431
04-24 11:11:14	062	train	1.5600	0.5518	|	test	2.0550	0.1454
04-24 11:12:02	063	train	1.5466	0.5567	|	test	2.0779	0.1440
04-24 11:12:49	064	train	1.5325	0.5606	|	test	2.0833	0.1347
04-24 11:13:37	065	train	1.5165	0.5649	|	test	2.0570	0.1458
04-24 11:14:24	066	train	1.5010	0.5681	|	test	2.0388	0.1437
04-24 11:15:12	067	train	1.4895	0.5699	|	test	2.0651	0.1485
04-24 11:15:59	068	train	1.4796	0.5734	|	test	2.0326	0.1530
04-24 11:16:46	069	train	1.4632	0.5784	|	test	2.0705	0.1298
04-24 11:17:34	070	train	1.4459	0.5794	|	test	2.0622	0.1400
04-24 11:18:21	071	train	1.4244	0.5852	|	test	2.0402	0.1452
04-24 11:19:09	072	train	1.4092	0.5898	|	test	2.0711	0.1366
04-24 11:19:56	073	train	1.4013	0.5916	|	test	2.0361	0.1474
04-24 11:20:44	074	train	1.3830	0.5956	|	test	2.0498	0.1424
04-24 11:21:31	075	train	1.3656	0.6010	|	test	2.0507	0.1422
04-24 11:22:19	076	train	1.3498	0.6041	|	test	2.0281	0.1432
04-24 11:23:06	077	train	1.3297	0.6130	|	test	2.0109	0.1482
04-24 11:23:53	078	train	1.3089	0.6161	|	test	2.0319	0.1489
04-24 11:24:41	079	train	1.2860	0.6234	|	test	2.0502	0.1374
04-24 11:25:28	080	train	1.2694	0.6221	|	test	2.0149	0.1434
04-24 11:26:16	081	train	1.2373	0.6347	|	test	2.0100	0.1465
04-24 11:27:03	082	train	1.2244	0.6371	|	test	2.0153	0.1378
04-24 11:27:51	083	train	1.1975	0.6458	|	test	2.0367	0.1383
04-24 11:28:38	084	train	1.1715	0.6521	|	test	2.0185	0.1480
04-24 11:29:26	085	train	1.1430	0.6599	|	test	1.9954	0.1433
04-24 11:30:13	086	train	1.1173	0.6655	|	test	2.0095	0.1432
04-24 11:31:00	087	train	1.0823	0.6752	|	test	2.0195	0.1396
04-24 11:31:48	088	train	1.0509	0.6857	|	test	2.0355	0.1405
04-24 11:32:35	089	train	1.0108	0.6927	|	test	2.0042	0.1390
04-24 11:33:23	090	train	0.9773	0.7028	|	test	2.0350	0.1351
04-24 11:34:10	091	train	0.9281	0.7204	|	test	2.0349	0.1408
04-24 11:34:58	092	train	0.8880	0.7317	|	test	2.0259	0.1417
04-24 11:35:45	093	train	0.8391	0.7463	|	test	2.0295	0.1402
04-24 11:36:33	094	train	0.7891	0.7616	|	test	2.0350	0.1382
04-24 11:37:20	095	train	0.7332	0.7785	|	test	2.0287	0.1361
04-24 11:38:08	096	train	0.6745	0.7982	|	test	2.0275	0.1392
04-24 11:38:55	097	train	0.6144	0.8188	|	test	2.0244	0.1383
04-24 11:39:42	098	train	0.5523	0.8419	|	test	2.0367	0.1420
04-24 11:40:30	099	train	0.5037	0.8577	|	test	2.0287	0.1398
04-24 11:41:18	100	train	0.4552	0.8768	|	test	2.0253	0.1407
04-24 11:41:18	end training a model
04-24 11:41:18	elapsed time:1:19:06.762189

