04-14 19:08:32	##### arguments #####
04-14 19:08:32	dataset: cifar10
04-14 19:08:32	model_config: config/model/wrn-40-2.json
04-14 19:08:32	-- num_layer: 40
04-14 19:08:32	-- widening_factor: 2
04-14 19:08:32	run_config: config/run/adv_train.json
04-14 19:08:32	-- batch_size_train: 128
04-14 19:08:32	-- batch_size_eval: 256
04-14 19:08:32	-- num_epochs: 100
04-14 19:08:32	-- learning_rate: 0.1
04-14 19:08:32	-- learning_rate_scheduler: cyclicLR
04-14 19:08:32	-- momentum: 0.9
04-14 19:08:33	-- weight_decay: 0.0005
04-14 19:08:33	-- dropout_rate: 0
04-14 19:08:33	-- adv_train_type: pgd
04-14 19:08:33	-- epsilon_train: 8
04-14 19:08:33	-- alpha_train: 2
04-14 19:08:33	-- restarts_train: 1
04-14 19:08:33	-- attack_iters_train: 7
04-14 19:08:33	-- epsilon_eval: 8
04-14 19:08:33	-- alpha_eval: 2
04-14 19:08:33	-- restarts_eval: 1
04-14 19:08:33	-- attack_iters_eval: 5
04-14 19:08:33	device: cuda (1 GPUs)
04-14 19:08:33	output_path: results/cifar10/baselines/adversarial/wrn-40-2
04-14 19:08:33	log_file: results/cifar10/baselines/adversarial/wrn-40-2/adv_train_wrn_log.txt

04-14 19:08:33	start loading datasets: cifar10
04-14 19:08:34	loaded 50000 dataset_train samples
04-14 19:08:34	loaded 10000 dataset_test samples
04-14 19:08:34	elapsed time: 0:00:01.204029

04-14 19:08:34	start initializing a model
04-14 19:08:34	end initializing a model
04-14 19:08:34	elapsed time:0:00:00.047785

04-14 19:08:34	start setting trainer configurations
04-14 19:08:38	end setting trainer configurations
04-14 19:08:38	elapsed time:0:00:03.876876

04-14 19:08:38	start training a model
04-14 19:08:38	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-14 21:48:15	055	train	1.3823	0.4736	|	test	1.0585	0.5070
04-14 21:51:09	056	train	1.3728	0.4740	|	test	1.1065	0.4989
04-14 21:54:03	057	train	1.3664	0.4757	|	test	1.0733	0.5038
04-14 21:56:56	058	train	1.3616	0.4778	|	test	1.1019	0.5211
04-14 21:59:50	059	train	1.3552	0.4817	|	test	1.0647	0.5228
04-14 22:02:44	060	train	1.3526	0.4831	|	test	1.0797	0.5132
04-14 22:05:38	061	train	1.3459	0.4832	|	test	1.0891	0.5068
04-14 22:08:32	062	train	1.3392	0.4869	|	test	1.0622	0.5248
04-14 22:11:26	063	train	1.3327	0.4884	|	test	1.0429	0.5128
04-14 22:14:20	064	train	1.3331	0.4877	|	test	1.0554	0.5172
04-14 22:17:14	065	train	1.3209	0.4945	|	test	1.0569	0.5295
04-14 22:20:08	066	train	1.3172	0.4938	|	test	1.0688	0.5146
04-14 22:23:02	067	train	1.3120	0.4949	|	test	1.0445	0.5230
04-14 22:25:55	068	train	1.3083	0.4967	|	test	1.0071	0.5297
04-14 22:28:49	069	train	1.3010	0.4994	|	test	1.0328	0.5259
04-14 22:31:43	070	train	1.2946	0.5006	|	test	1.0092	0.5326
04-14 22:34:37	071	train	1.2897	0.5033	|	test	1.0514	0.5315
04-14 22:37:31	072	train	1.2862	0.5053	|	test	1.0326	0.5238
04-14 22:40:25	073	train	1.2761	0.5083	|	test	1.0065	0.5340
04-14 22:43:19	074	train	1.2710	0.5098	|	test	1.0245	0.5289
04-14 22:46:13	075	train	1.2700	0.5096	|	test	1.0248	0.5387
04-14 22:49:07	076	train	1.2575	0.5140	|	test	0.9971	0.5313
04-14 22:52:00	077	train	1.2519	0.5164	|	test	1.0048	0.5381
04-14 22:54:54	078	train	1.2473	0.5177	|	test	0.9754	0.5281
04-14 22:57:48	079	train	1.2365	0.5209	|	test	0.9832	0.5449
04-14 23:00:42	080	train	1.2300	0.5222	|	test	0.9696	0.5483
04-14 23:03:36	081	train	1.2233	0.5247	|	test	0.9733	0.5454
04-14 23:06:30	082	train	1.2186	0.5252	|	test	0.9759	0.5520
04-14 23:09:24	083	train	1.2044	0.5305	|	test	0.9742	0.5474
04-14 23:12:18	084	train	1.1994	0.5332	|	test	0.9582	0.5412
04-14 23:15:11	085	train	1.1884	0.5388	|	test	0.9599	0.5430
04-14 23:18:05	086	train	1.1789	0.5390	|	test	0.9519	0.5414
04-14 23:20:59	087	train	1.1678	0.5472	|	test	0.9431	0.5530
04-14 23:23:53	088	train	1.1577	0.5472	|	test	0.9380	0.5506
04-14 23:26:47	089	train	1.1432	0.5512	|	test	0.9414	0.5482
04-14 23:29:41	090	train	1.1300	0.5582	|	test	0.9215	0.5462
04-14 23:32:34	091	train	1.1173	0.5601	|	test	0.9226	0.5565
04-14 23:35:28	092	train	1.0988	0.5678	|	test	0.9262	0.5572
04-14 23:38:22	093	train	1.0829	0.5730	|	test	0.9018	0.5559
04-14 23:41:16	094	train	1.0608	0.5793	|	test	0.8904	0.5607
04-14 23:44:10	095	train	1.0401	0.5848	|	test	0.8955	0.5621
04-14 23:47:03	096	train	1.0144	0.5950	|	test	0.8759	0.5673
04-14 23:49:57	097	train	0.9879	0.6033	|	test	0.8628	0.5684
04-14 23:52:51	098	train	0.9552	0.6162	|	test	0.8540	0.5741
04-14 23:55:45	099	train	0.9263	0.6265	|	test	0.8372	0.5725
04-14 23:58:39	100	train	0.8897	0.6412	|	test	0.8474	0.5717
04-14 23:58:39	end training a model
04-14 23:58:39	elapsed time:4:50:01.308486

