04-24 06:04:36	##### arguments #####
04-24 06:04:36	dataset: cifar100
04-24 06:04:36	model_config: config/model/wrn-16-2.json
04-24 06:04:36	-- num_layer: 16
04-24 06:04:36	-- widening_factor: 2
04-24 06:04:36	run_config: config/run/adv_train_fgsm.json
04-24 06:04:36	-- batch_size_train: 128
04-24 06:04:36	-- batch_size_eval: 256
04-24 06:04:36	-- num_epochs: 100
04-24 06:04:36	-- learning_rate: 0.1
04-24 06:04:36	-- learning_rate_scheduler: cyclicLR
04-24 06:04:36	-- momentum: 0.9
04-24 06:04:36	-- weight_decay: 0.0005
04-24 06:04:36	-- dropout_rate: 0
04-24 06:04:36	-- adv_train_type: fgsm
04-24 06:04:36	-- epsilon_train: 8
04-24 06:04:36	-- alpha_train: 2
04-24 06:04:36	-- epsilon_eval: 8
04-24 06:04:36	-- alpha_eval: 2
04-24 06:04:36	-- restarts_eval: 1
04-24 06:04:36	-- attack_iters_eval: 5
04-24 06:04:36	device: cuda (1 GPUs)
04-24 06:04:36	output_path: results/cifar100/baselines/adversarial_fgsm/wrn-16-2
04-24 06:04:36	log_file: results/cifar100/baselines/adversarial_fgsm/wrn-16-2/adv_train_wrn_log.txt

04-24 06:04:36	start loading datasets: cifar100
04-24 06:04:38	loaded 50000 dataset_train samples
04-24 06:04:38	loaded 10000 dataset_test samples
04-24 06:04:38	elapsed time: 0:00:01.476254

04-24 06:04:38	start initializing a model
04-24 06:04:38	end initializing a model
04-24 06:04:38	elapsed time:0:00:00.017517

04-24 06:04:38	start setting trainer configurations
04-24 06:04:42	end setting trainer configurations
04-24 06:04:42	elapsed time:0:00:03.976985

04-24 06:04:42	start training a model
04-24 06:04:42	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-24 06:21:13	042	train	2.1656	0.4173	|	test	2.2327	0.1472
04-24 06:21:37	043	train	2.1540	0.4188	|	test	2.2159	0.1372
04-24 06:22:00	044	train	2.1490	0.4203	|	test	2.3209	0.1244
04-24 06:22:24	045	train	2.1420	0.4190	|	test	2.2549	0.1384
04-24 06:22:47	046	train	2.1359	0.4241	|	test	2.2944	0.1243
04-24 06:23:11	047	train	2.1332	0.4250	|	test	2.2426	0.1329
04-24 06:23:35	048	train	2.1338	0.4252	|	test	2.2272	0.1403
04-24 06:23:58	049	train	2.1279	0.4264	|	test	2.3024	0.1274
04-24 06:24:22	050	train	2.1207	0.4259	|	test	2.2343	0.1370
04-24 06:24:46	051	train	2.1148	0.4278	|	test	2.2748	0.1229
04-24 06:25:09	052	train	2.1045	0.4300	|	test	2.2740	0.1322
04-24 06:25:33	053	train	2.0903	0.4334	|	test	2.2195	0.1380
04-24 06:25:56	054	train	2.0814	0.4350	|	test	2.2243	0.1369
04-24 06:26:20	055	train	2.0713	0.4366	|	test	2.3219	0.1222
04-24 06:26:44	056	train	2.0626	0.4397	|	test	2.2126	0.1381
04-24 06:27:07	057	train	2.0554	0.4400	|	test	2.2015	0.1332
04-24 06:27:31	058	train	2.0450	0.4423	|	test	2.2189	0.1330
04-24 06:27:54	059	train	2.0348	0.4443	|	test	2.1602	0.1441
04-24 06:28:18	060	train	2.0285	0.4477	|	test	2.1628	0.1512
04-24 06:28:41	061	train	2.0163	0.4516	|	test	2.1652	0.1308
04-24 06:29:05	062	train	2.0101	0.4480	|	test	2.1837	0.1440
04-24 06:29:29	063	train	2.0008	0.4535	|	test	2.1394	0.1376
04-24 06:29:52	064	train	1.9965	0.4547	|	test	2.1634	0.1434
04-24 06:30:16	065	train	1.9848	0.4577	|	test	2.1884	0.1435
04-24 06:30:39	066	train	1.9772	0.4592	|	test	2.1740	0.1369
04-24 06:31:03	067	train	1.9658	0.4615	|	test	2.1584	0.1453
04-24 06:31:26	068	train	1.9564	0.4622	|	test	2.1210	0.1420
04-24 06:31:50	069	train	1.9489	0.4670	|	test	2.1425	0.1386
04-24 06:32:13	070	train	1.9453	0.4646	|	test	2.1312	0.1431
04-24 06:32:37	071	train	1.9309	0.4678	|	test	2.1595	0.1436
04-24 06:33:01	072	train	1.9191	0.4719	|	test	2.1043	0.1466
04-24 06:33:24	073	train	1.9063	0.4769	|	test	2.1193	0.1404
04-24 06:33:48	074	train	1.8970	0.4756	|	test	2.0816	0.1494
04-24 06:34:12	075	train	1.8875	0.4793	|	test	2.1079	0.1542
04-24 06:34:35	076	train	1.8826	0.4798	|	test	2.1409	0.1333
04-24 06:34:59	077	train	1.8716	0.4814	|	test	2.1007	0.1459
04-24 06:35:22	078	train	1.8536	0.4863	|	test	2.0889	0.1450
04-24 06:35:46	079	train	1.8382	0.4901	|	test	2.0691	0.1530
04-24 06:36:09	080	train	1.8284	0.4924	|	test	2.1166	0.1330
04-24 06:36:33	081	train	1.8244	0.4932	|	test	2.0699	0.1440
04-24 06:36:56	082	train	1.8081	0.4969	|	test	2.0684	0.1514
04-24 06:37:20	083	train	1.7947	0.4995	|	test	2.0727	0.1332
04-24 06:37:43	084	train	1.7796	0.5044	|	test	2.0572	0.1443
04-24 06:38:07	085	train	1.7646	0.5070	|	test	2.0739	0.1444
04-24 06:38:31	086	train	1.7414	0.5126	|	test	2.0633	0.1476
04-24 06:38:55	087	train	1.7290	0.5164	|	test	2.0388	0.1464
04-24 06:39:19	088	train	1.7123	0.5184	|	test	2.0347	0.1541
04-24 06:39:42	089	train	1.6861	0.5229	|	test	2.0450	0.1476
04-24 06:40:06	090	train	1.6685	0.5268	|	test	2.0182	0.1516
04-24 06:40:29	091	train	1.6424	0.5371	|	test	2.0047	0.1580
04-24 06:40:53	092	train	1.6225	0.5408	|	test	2.0013	0.1529
04-24 06:41:16	093	train	1.5927	0.5501	|	test	1.9959	0.1502
04-24 06:41:40	094	train	1.5575	0.5578	|	test	1.9870	0.1499
04-24 06:42:03	095	train	1.5300	0.5666	|	test	1.9767	0.1551
04-24 06:42:27	096	train	1.4922	0.5749	|	test	1.9679	0.1542
04-24 06:42:50	097	train	1.4504	0.5860	|	test	1.9508	0.1573
04-24 06:43:14	098	train	1.4059	0.5971	|	test	1.9439	0.1569
04-24 06:43:38	099	train	1.3643	0.6091	|	test	1.9395	0.1581
04-24 06:44:01	100	train	1.3185	0.6193	|	test	1.9308	0.1598
04-24 06:44:01	end training a model
04-24 06:44:01	elapsed time:0:39:19.456167

