04-16 12:01:09	##### arguments #####
04-16 12:01:09	dataset: cifar10
04-16 12:01:09	model_config: config/model/wrn-16-4.json
04-16 12:01:09	-- num_layer: 16
04-16 12:01:09	-- widening_factor: 4
04-16 12:01:09	run_config: config/run/adv_train.json
04-16 12:01:09	-- batch_size_train: 128
04-16 12:01:09	-- batch_size_eval: 256
04-16 12:01:09	-- num_epochs: 100
04-16 12:01:09	-- learning_rate: 0.1
04-16 12:01:09	-- learning_rate_scheduler: cyclicLR
04-16 12:01:09	-- momentum: 0.9
04-16 12:01:09	-- weight_decay: 0.0005
04-16 12:01:09	-- dropout_rate: 0
04-16 12:01:09	-- adv_train_type: pgd
04-16 12:01:09	-- epsilon_train: 8
04-16 12:01:09	-- alpha_train: 2
04-16 12:01:09	-- restarts_train: 1
04-16 12:01:09	-- attack_iters_train: 7
04-16 12:01:09	-- epsilon_eval: 8
04-16 12:01:09	-- alpha_eval: 2
04-16 12:01:09	-- restarts_eval: 1
04-16 12:01:09	-- attack_iters_eval: 5
04-16 12:01:09	device: cuda (1 GPUs)
04-16 12:01:09	output_path: results/cifar10/baselines/adversarial/wrn-16-4
04-16 12:01:09	log_file: results/cifar10/baselines/adversarial/wrn-16-4/adv_train_wrn_log.txt

04-16 12:01:09	start loading datasets: cifar10
04-16 12:01:10	loaded 50000 dataset_train samples
04-16 12:01:10	loaded 10000 dataset_test samples
04-16 12:01:10	elapsed time: 0:00:01.207307

04-16 12:01:10	start initializing a model
04-16 12:01:11	end initializing a model
04-16 12:01:11	elapsed time:0:00:00.046874

04-16 12:01:11	start setting trainer configurations
04-16 12:01:15	end setting trainer configurations
04-16 12:01:15	elapsed time:0:00:04.394058

04-16 12:01:15	start training a model
04-16 12:01:15	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-16 14:31:18	069	train	1.2936	0.5032	|	test	1.0114	0.5312
04-16 14:33:29	070	train	1.2840	0.5066	|	test	1.0034	0.5286
04-16 14:35:40	071	train	1.2809	0.5072	|	test	1.0031	0.5366
04-16 14:37:50	072	train	1.2771	0.5094	|	test	0.9947	0.5409
04-16 14:40:01	073	train	1.2689	0.5130	|	test	0.9953	0.5361
04-16 14:42:11	074	train	1.2652	0.5125	|	test	1.0024	0.5301
04-16 14:44:22	075	train	1.2591	0.5146	|	test	0.9914	0.5455
04-16 14:46:32	076	train	1.2520	0.5143	|	test	0.9836	0.5412
04-16 14:48:43	077	train	1.2470	0.5177	|	test	0.9905	0.5413
04-16 14:50:53	078	train	1.2368	0.5198	|	test	0.9825	0.5332
04-16 14:53:03	079	train	1.2332	0.5229	|	test	0.9890	0.5403
04-16 14:55:14	080	train	1.2294	0.5260	|	test	0.9807	0.5390
04-16 14:57:24	081	train	1.2192	0.5279	|	test	0.9713	0.5513
04-16 14:59:35	082	train	1.2105	0.5315	|	test	0.9546	0.5424
04-16 15:01:45	083	train	1.2024	0.5323	|	test	0.9787	0.5458
04-16 15:03:55	084	train	1.1966	0.5351	|	test	0.9448	0.5498
04-16 15:06:06	085	train	1.1877	0.5381	|	test	0.9364	0.5503
04-16 15:08:16	086	train	1.1776	0.5398	|	test	0.9330	0.5462
04-16 15:10:27	087	train	1.1683	0.5464	|	test	0.9438	0.5482
04-16 15:12:37	088	train	1.1572	0.5476	|	test	0.9274	0.5478
04-16 15:14:48	089	train	1.1445	0.5538	|	test	0.9215	0.5480
04-16 15:16:58	090	train	1.1311	0.5586	|	test	0.9118	0.5460
04-16 15:19:09	091	train	1.1163	0.5631	|	test	0.9243	0.5480
04-16 15:21:19	092	train	1.1053	0.5679	|	test	0.9074	0.5550
04-16 15:23:30	093	train	1.0894	0.5711	|	test	0.9044	0.5618
04-16 15:25:40	094	train	1.0703	0.5809	|	test	0.8959	0.5536
04-16 15:27:51	095	train	1.0523	0.5841	|	test	0.8885	0.5553
04-16 15:30:01	096	train	1.0271	0.5926	|	test	0.8721	0.5589
04-16 15:32:11	097	train	1.0021	0.6026	|	test	0.8679	0.5652
04-16 15:34:22	098	train	0.9694	0.6156	|	test	0.8622	0.5639
04-16 15:36:32	099	train	0.9444	0.6247	|	test	0.8531	0.5677
04-16 15:38:43	100	train	0.9110	0.6389	|	test	0.8441	0.5657
04-16 15:38:43	end training a model
04-16 15:38:43	elapsed time:3:37:27.671767

