04-24 03:46:09	##### arguments #####
04-24 03:46:09	dataset: cifar100
04-24 03:46:09	model_config: config/model/wrn-16-2.json
04-24 03:46:09	-- num_layer: 16
04-24 03:46:09	-- widening_factor: 2
04-24 03:46:09	run_config: config/run/adv_train.json
04-24 03:46:09	-- batch_size_train: 128
04-24 03:46:09	-- batch_size_eval: 256
04-24 03:46:09	-- num_epochs: 100
04-24 03:46:09	-- learning_rate: 0.1
04-24 03:46:09	-- learning_rate_scheduler: cyclicLR
04-24 03:46:09	-- momentum: 0.9
04-24 03:46:09	-- weight_decay: 0.0005
04-24 03:46:09	-- dropout_rate: 0
04-24 03:46:09	-- adv_train_type: pgd
04-24 03:46:09	-- epsilon_train: 8
04-24 03:46:09	-- alpha_train: 2
04-24 03:46:09	-- restarts_train: 1
04-24 03:46:09	-- attack_iters_train: 7
04-24 03:46:09	-- epsilon_eval: 8
04-24 03:46:09	-- alpha_eval: 2
04-24 03:46:09	-- restarts_eval: 1
04-24 03:46:09	-- attack_iters_eval: 5
04-24 03:46:09	device: cuda (1 GPUs)
04-24 03:46:09	output_path: results/cifar100/baselines/adversarial/wrn-16-2
04-24 03:46:09	log_file: results/cifar100/baselines/adversarial/wrn-16-2/adv_train_wrn_log.txt

04-24 03:46:09	start loading datasets: cifar100
04-24 03:46:11	loaded 50000 dataset_train samples
04-24 03:46:11	loaded 10000 dataset_test samples
04-24 03:46:11	elapsed time: 0:00:01.483056

04-24 03:46:11	start initializing a model
04-24 03:46:11	end initializing a model
04-24 03:46:11	elapsed time:0:00:00.017867

04-24 03:46:11	start setting trainer configurations
04-24 03:46:15	end setting trainer configurations
04-24 03:46:15	elapsed time:0:00:03.932827

04-24 03:46:15	start training a model
04-24 03:46:15	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-24 04:17:47	029	train	3.4946	0.1743	|	test	2.8912	0.2032
04-24 04:18:52	030	train	3.4778	0.1786	|	test	2.9196	0.2037
04-24 04:19:58	031	train	3.4629	0.1783	|	test	2.8747	0.1940
04-24 04:21:03	032	train	3.4508	0.1808	|	test	2.8625	0.2065
04-24 04:22:08	033	train	3.4376	0.1827	|	test	2.8578	0.2129
04-24 04:23:14	034	train	3.4298	0.1841	|	test	2.8427	0.2232
04-24 04:24:19	035	train	3.4169	0.1893	|	test	2.8196	0.2130
04-24 04:25:25	036	train	3.4056	0.1895	|	test	2.8161	0.2097
04-24 04:26:30	037	train	3.3997	0.1894	|	test	2.8084	0.2167
04-24 04:27:35	038	train	3.3914	0.1912	|	test	2.8079	0.2225
04-24 04:28:41	039	train	3.3802	0.1938	|	test	2.7795	0.2203
04-24 04:29:46	040	train	3.3768	0.1946	|	test	2.8365	0.2184
04-24 04:30:51	041	train	3.3716	0.1963	|	test	2.7549	0.2228
04-24 04:31:56	042	train	3.3602	0.1969	|	test	2.7537	0.2265
04-24 04:33:01	043	train	3.3555	0.1976	|	test	2.7542	0.2250
04-24 04:34:07	044	train	3.3504	0.1996	|	test	2.8023	0.2236
04-24 04:35:12	045	train	3.3469	0.1991	|	test	2.7283	0.2235
04-24 04:36:17	046	train	3.3371	0.2016	|	test	2.7081	0.2249
04-24 04:37:22	047	train	3.3321	0.2002	|	test	2.7153	0.2320
04-24 04:38:28	048	train	3.3333	0.2027	|	test	2.7337	0.2214
04-24 04:39:33	049	train	3.3260	0.2034	|	test	2.7590	0.2206
04-24 04:40:38	050	train	3.3240	0.2038	|	test	2.7615	0.2230
04-24 04:41:44	051	train	3.3205	0.2051	|	test	2.6837	0.2211
04-24 04:42:49	052	train	3.3135	0.2038	|	test	2.7162	0.2324
04-24 04:43:54	053	train	3.3019	0.2085	|	test	2.6998	0.2271
04-24 04:44:59	054	train	3.3009	0.2087	|	test	2.7445	0.2265
04-24 04:46:05	055	train	3.2904	0.2084	|	test	2.6867	0.2327
04-24 04:47:10	056	train	3.2832	0.2115	|	test	2.6590	0.2358
04-24 04:48:15	057	train	3.2829	0.2105	|	test	2.6637	0.2349
04-24 04:49:21	058	train	3.2737	0.2128	|	test	2.6521	0.2372
04-24 04:50:26	059	train	3.2674	0.2135	|	test	2.6362	0.2434
04-24 04:51:31	060	train	3.2627	0.2170	|	test	2.6301	0.2397
04-24 04:52:37	061	train	3.2560	0.2155	|	test	2.6331	0.2319
04-24 04:53:42	062	train	3.2487	0.2176	|	test	2.6145	0.2448
04-24 04:54:47	063	train	3.2445	0.2182	|	test	2.6013	0.2364
04-24 04:55:52	064	train	3.2396	0.2183	|	test	2.6145	0.2458
04-24 04:56:58	065	train	3.2343	0.2204	|	test	2.6330	0.2396
04-24 04:58:03	066	train	3.2263	0.2209	|	test	2.6389	0.2479
04-24 04:59:08	067	train	3.2222	0.2207	|	test	2.6007	0.2491
04-24 05:00:13	068	train	3.2172	0.2232	|	test	2.5882	0.2428
04-24 05:01:19	069	train	3.2114	0.2253	|	test	2.5847	0.2506
04-24 05:02:24	070	train	3.2084	0.2250	|	test	2.6098	0.2486
04-24 05:03:29	071	train	3.2014	0.2240	|	test	2.5788	0.2549
04-24 05:04:34	072	train	3.1920	0.2268	|	test	2.5532	0.2560
04-24 05:05:40	073	train	3.1823	0.2270	|	test	2.5437	0.2568
04-24 05:06:45	074	train	3.1788	0.2299	|	test	2.5775	0.2497
04-24 05:07:51	075	train	3.1719	0.2320	|	test	2.5366	0.2607
04-24 05:08:56	076	train	3.1707	0.2309	|	test	2.5511	0.2566
04-24 05:10:01	077	train	3.1630	0.2326	|	test	2.5251	0.2497
04-24 05:11:07	078	train	3.1498	0.2350	|	test	2.5299	0.2590
04-24 05:12:12	079	train	3.1447	0.2350	|	test	2.5139	0.2518
04-24 05:13:17	080	train	3.1366	0.2378	|	test	2.5361	0.2564
04-24 05:14:23	081	train	3.1333	0.2376	|	test	2.5055	0.2545
04-24 05:15:28	082	train	3.1255	0.2390	|	test	2.4762	0.2611
04-24 05:16:33	083	train	3.1170	0.2407	|	test	2.5070	0.2616
04-24 05:17:38	084	train	3.1085	0.2409	|	test	2.4920	0.2649
04-24 05:18:43	085	train	3.0982	0.2422	|	test	2.4931	0.2626
04-24 05:19:48	086	train	3.0823	0.2481	|	test	2.4587	0.2699
04-24 05:20:53	087	train	3.0766	0.2486	|	test	2.4697	0.2634
04-24 05:21:59	088	train	3.0649	0.2504	|	test	2.4556	0.2765
04-24 05:23:04	089	train	3.0532	0.2505	|	test	2.4479	0.2716
04-24 05:24:09	090	train	3.0398	0.2549	|	test	2.4324	0.2733
04-24 05:25:14	091	train	3.0286	0.2556	|	test	2.4337	0.2707
04-24 05:26:20	092	train	3.0120	0.2605	|	test	2.3908	0.2768
04-24 05:27:25	093	train	2.9949	0.2619	|	test	2.4279	0.2766
04-24 05:28:31	094	train	2.9805	0.2667	|	test	2.3729	0.2791
04-24 05:29:36	095	train	2.9599	0.2699	|	test	2.3788	0.2834
04-24 05:30:41	096	train	2.9369	0.2747	|	test	2.3439	0.2805
04-24 05:31:47	097	train	2.9149	0.2788	|	test	2.3197	0.2838
04-24 05:32:52	098	train	2.8872	0.2843	|	test	2.3033	0.2861
04-24 05:33:57	099	train	2.8577	0.2900	|	test	2.2980	0.2865
04-24 05:35:03	100	train	2.8271	0.2956	|	test	2.3040	0.2985
04-24 05:35:03	end training a model
04-24 05:35:03	elapsed time:1:48:47.909860

