04-15 02:54:12	##### arguments #####
04-15 02:54:12	dataset: cifar10
04-15 02:54:12	model_config: config/model/wrn-40-4.json
04-15 02:54:12	-- num_layer: 40
04-15 02:54:12	-- widening_factor: 4
04-15 02:54:12	run_config: config/run/adv_train_fgsm.json
04-15 02:54:12	-- batch_size_train: 128
04-15 02:54:12	-- batch_size_eval: 256
04-15 02:54:12	-- num_epochs: 100
04-15 02:54:12	-- learning_rate: 0.1
04-15 02:54:12	-- learning_rate_scheduler: cyclicLR
04-15 02:54:12	-- momentum: 0.9
04-15 02:54:12	-- weight_decay: 0.0005
04-15 02:54:12	-- dropout_rate: 0
04-15 02:54:12	-- adv_train_type: fgsm
04-15 02:54:12	-- epsilon_train: 8
04-15 02:54:12	-- alpha_train: 2
04-15 02:54:12	-- epsilon_eval: 8
04-15 02:54:12	-- alpha_eval: 2
04-15 02:54:12	-- restarts_eval: 1
04-15 02:54:12	-- attack_iters_eval: 5
04-15 02:54:12	device: cuda (1 GPUs)
04-15 02:54:12	output_path: results/cifar10/baselines/adversarial_fgsm/wrn-40-4
04-15 02:54:12	log_file: results/cifar10/baselines/adversarial_fgsm/wrn-40-4/adv_train_wrn_log.txt

04-15 02:54:12	start loading datasets: cifar10
04-15 02:54:14	loaded 50000 dataset_train samples
04-15 02:54:14	loaded 10000 dataset_test samples
04-15 02:54:14	elapsed time: 0:00:01.215058

04-15 02:54:14	start initializing a model
04-15 02:54:14	end initializing a model
04-15 02:54:14	elapsed time:0:00:00.145467

04-15 02:54:14	start setting trainer configurations
04-15 02:54:18	end setting trainer configurations
04-15 02:54:18	elapsed time:0:00:03.902581

04-15 02:54:18	start training a model
04-15 02:54:18	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-15 05:25:36	066	train	0.3976	0.8533	|	test	1.0881	0.3293
04-15 05:27:54	067	train	0.3922	0.8551	|	test	1.0872	0.3322
04-15 05:30:11	068	train	0.3845	0.8568	|	test	1.0839	0.3274
04-15 05:32:29	069	train	0.3770	0.8606	|	test	1.0632	0.3279
04-15 05:34:46	070	train	0.3684	0.8619	|	test	1.0652	0.3389
04-15 05:37:03	071	train	0.3631	0.8657	|	test	1.0561	0.3375
04-15 05:39:21	072	train	0.3499	0.8713	|	test	1.0860	0.3245
04-15 05:41:38	073	train	0.3397	0.8755	|	test	1.0727	0.3384
04-15 05:43:56	074	train	0.3368	0.8754	|	test	1.0900	0.3295
04-15 05:46:13	075	train	0.3349	0.8761	|	test	1.0748	0.3299
04-15 05:48:31	076	train	0.3211	0.8823	|	test	1.0988	0.3349
04-15 05:50:48	077	train	0.3118	0.8842	|	test	1.1126	0.3331
04-15 05:53:05	078	train	0.3070	0.8860	|	test	1.1428	0.3196
04-15 05:55:23	079	train	0.2955	0.8909	|	test	1.0841	0.3455
04-15 05:57:40	080	train	0.2910	0.8935	|	test	1.1171	0.3346
04-15 05:59:58	081	train	0.2783	0.8971	|	test	1.1184	0.3361
04-15 06:02:15	082	train	0.2663	0.9018	|	test	1.1130	0.3432
04-15 06:04:32	083	train	0.2547	0.9056	|	test	1.1029	0.3431
04-15 06:06:50	084	train	0.2470	0.9108	|	test	1.0718	0.3688
04-15 06:09:07	085	train	0.2312	0.9155	|	test	1.1346	0.3386
04-15 06:11:25	086	train	0.2203	0.9206	|	test	1.0803	0.3672
04-15 06:13:43	087	train	0.2083	0.9245	|	test	1.1094	0.3586
04-15 06:16:00	088	train	0.1969	0.9275	|	test	1.1549	0.3458
04-15 06:18:18	089	train	0.1820	0.9347	|	test	1.1321	0.3676
04-15 06:20:35	090	train	0.1672	0.9414	|	test	1.1420	0.3619
04-15 06:22:53	091	train	0.1483	0.9484	|	test	1.1380	0.3825
04-15 06:25:10	092	train	0.1337	0.9535	|	test	1.1225	0.3843
04-15 06:27:28	093	train	0.1158	0.9603	|	test	1.1252	0.3974
04-15 06:29:45	094	train	0.0998	0.9663	|	test	1.1244	0.3982
04-15 06:32:03	095	train	0.0839	0.9729	|	test	1.1422	0.4108
04-15 06:34:20	096	train	0.0630	0.9797	|	test	1.1581	0.4363
04-15 06:36:38	097	train	0.0486	0.9852	|	test	1.1669	0.4325
04-15 06:38:55	098	train	0.0362	0.9888	|	test	1.1878	0.4478
04-15 06:41:12	099	train	0.0271	0.9925	|	test	1.1852	0.4576
04-15 06:43:30	100	train	0.0204	0.9945	|	test	1.1738	0.4632
04-15 06:43:30	end training a model
04-15 06:43:30	elapsed time:3:49:11.961444

