04-23 13:15:59	##### arguments #####
04-23 13:15:59	dataset: cifar100
04-23 13:15:59	model_config: config/model/wrn-40-8.json
04-23 13:15:59	-- num_layer: 40
04-23 13:15:59	-- widening_factor: 8
04-23 13:15:59	run_config: config/run/adv_train_fgsm.json
04-23 13:15:59	-- batch_size_train: 128
04-23 13:15:59	-- batch_size_eval: 256
04-23 13:15:59	-- num_epochs: 100
04-23 13:15:59	-- learning_rate: 0.1
04-23 13:15:59	-- learning_rate_scheduler: cyclicLR
04-23 13:15:59	-- momentum: 0.9
04-23 13:15:59	-- weight_decay: 0.0005
04-23 13:15:59	-- dropout_rate: 0
04-23 13:15:59	-- adv_train_type: fgsm
04-23 13:15:59	-- epsilon_train: 8
04-23 13:15:59	-- alpha_train: 2
04-23 13:15:59	-- epsilon_eval: 8
04-23 13:15:59	-- alpha_eval: 2
04-23 13:15:59	-- restarts_eval: 1
04-23 13:15:59	-- attack_iters_eval: 5
04-23 13:15:59	device: cuda (1 GPUs)
04-23 13:15:59	output_path: results/cifar100/baselines/adversarial_fgsm/wrn-40-8
04-23 13:15:59	log_file: results/cifar100/baselines/adversarial_fgsm/wrn-40-8/adv_train_wrn_log.txt

04-23 13:15:59	start loading datasets: cifar100
04-23 13:16:00	loaded 50000 dataset_train samples
04-23 13:16:00	loaded 10000 dataset_test samples
04-23 13:16:00	elapsed time: 0:00:01.501470

04-23 13:16:00	start initializing a model
04-23 13:16:01	end initializing a model
04-23 13:16:01	elapsed time:0:00:00.589977

04-23 13:16:01	start setting trainer configurations
04-23 13:16:05	end setting trainer configurations
04-23 13:16:05	elapsed time:0:00:04.034641

04-23 13:16:05	start training a model
04-23 13:16:05	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-23 20:29:57	058	train	0.8994	0.7215	|	test	2.1577	0.1568
04-23 20:37:25	059	train	0.8754	0.7287	|	test	2.1425	0.1549
04-23 20:44:53	060	train	0.8459	0.7381	|	test	2.2256	0.1447
04-23 20:52:21	061	train	0.8347	0.7425	|	test	2.1832	0.1521
04-23 20:59:49	062	train	0.8064	0.7491	|	test	2.1336	0.1593
04-23 21:07:17	063	train	0.7890	0.7547	|	test	2.1683	0.1447
04-23 21:14:44	064	train	0.7727	0.7580	|	test	2.1478	0.1601
04-23 21:22:12	065	train	0.7508	0.7674	|	test	2.1212	0.1669
04-23 21:29:40	066	train	0.7258	0.7728	|	test	2.1247	0.1588
04-23 21:37:08	067	train	0.7033	0.7806	|	test	2.1530	0.1579
04-23 21:44:36	068	train	0.6920	0.7815	|	test	2.2117	0.1471
04-23 21:52:03	069	train	0.6550	0.7943	|	test	2.2059	0.1598
04-23 21:59:31	070	train	0.6539	0.7943	|	test	2.1915	0.1535
04-23 22:06:59	071	train	0.6293	0.8022	|	test	2.2271	0.1509
04-23 22:14:26	072	train	0.5978	0.8137	|	test	2.2224	0.1474
04-23 22:21:53	073	train	0.5721	0.8226	|	test	2.1614	0.1609
04-23 22:29:21	074	train	0.5692	0.8205	|	test	2.2436	0.1569
04-23 22:36:49	075	train	0.5331	0.8329	|	test	2.1555	0.1514
04-23 22:44:16	076	train	0.5275	0.8340	|	test	2.2318	0.1520
04-23 22:51:44	077	train	0.4856	0.8490	|	test	2.2117	0.1564
04-23 22:59:12	078	train	0.4605	0.8561	|	test	2.1831	0.1606
04-23 23:06:39	079	train	0.4489	0.8581	|	test	2.2192	0.1498
04-23 23:14:07	080	train	0.4073	0.8725	|	test	2.2171	0.1613
04-23 23:21:34	081	train	0.3799	0.8835	|	test	2.2189	0.1639
04-23 23:29:02	082	train	0.3741	0.8845	|	test	2.2188	0.1716
04-23 23:36:30	083	train	0.3520	0.8915	|	test	2.2361	0.1651
04-23 23:43:58	084	train	0.3136	0.9050	|	test	2.2282	0.1727
04-23 23:51:25	085	train	0.2888	0.9121	|	test	2.2246	0.1729
04-23 23:58:53	086	train	0.2612	0.9214	|	test	2.2013	0.1715
04-24 00:06:20	087	train	0.2326	0.9317	|	test	2.1733	0.1884
04-24 00:13:48	088	train	0.1974	0.9435	|	test	2.1973	0.1832
04-24 00:21:15	089	train	0.1715	0.9516	|	test	2.1924	0.1864
04-24 00:28:43	090	train	0.1486	0.9584	|	test	2.1766	0.1924
04-24 00:36:11	091	train	0.1197	0.9676	|	test	2.1694	0.1989
04-24 00:43:39	092	train	0.0994	0.9740	|	test	2.1388	0.2019
04-24 00:51:06	093	train	0.0771	0.9816	|	test	2.0913	0.2119
04-24 00:58:34	094	train	0.0575	0.9864	|	test	2.1164	0.2125
04-24 01:06:02	095	train	0.0445	0.9908	|	test	2.1055	0.2192
04-24 01:13:29	096	train	0.0348	0.9927	|	test	2.0763	0.2253
04-24 01:20:57	097	train	0.0271	0.9947	|	test	2.0587	0.2278
04-24 01:28:24	098	train	0.0226	0.9959	|	test	2.0592	0.2280
04-24 01:35:52	099	train	0.0197	0.9966	|	test	2.0480	0.2355
04-24 01:43:20	100	train	0.0170	0.9975	|	test	2.0504	0.2339
04-24 01:43:20	end training a model
04-24 01:43:20	elapsed time:12:27:14.805348

