04-24 14:42:25	##### arguments #####
04-24 14:42:25	dataset: cifar100
04-24 14:42:25	model_config: config/model/wrn-16-8.json
04-24 14:42:25	-- num_layer: 16
04-24 14:42:25	-- widening_factor: 8
04-24 14:42:25	run_config: config/run/adv_train_fgsm.json
04-24 14:42:25	-- batch_size_train: 128
04-24 14:42:25	-- batch_size_eval: 256
04-24 14:42:25	-- num_epochs: 100
04-24 14:42:25	-- learning_rate: 0.1
04-24 14:42:25	-- learning_rate_scheduler: cyclicLR
04-24 14:42:25	-- momentum: 0.9
04-24 14:42:25	-- weight_decay: 0.0005
04-24 14:42:25	-- dropout_rate: 0
04-24 14:42:25	-- adv_train_type: fgsm
04-24 14:42:25	-- epsilon_train: 8
04-24 14:42:25	-- alpha_train: 2
04-24 14:42:25	-- epsilon_eval: 8
04-24 14:42:25	-- alpha_eval: 2
04-24 14:42:25	-- restarts_eval: 1
04-24 14:42:25	-- attack_iters_eval: 5
04-24 14:42:25	device: cuda (1 GPUs)
04-24 14:42:25	output_path: results/cifar100/baselines/adversarial_fgsm/wrn-16-8
04-24 14:42:25	log_file: results/cifar100/baselines/adversarial_fgsm/wrn-16-8/adv_train_wrn_log.txt

04-24 14:42:25	start loading datasets: cifar100
04-24 14:42:27	loaded 50000 dataset_train samples
04-24 14:42:27	loaded 10000 dataset_test samples
04-24 14:42:27	elapsed time: 0:00:01.505227

04-24 14:42:27	start initializing a model
04-24 14:42:27	end initializing a model
04-24 14:42:27	elapsed time:0:00:00.173745

04-24 14:42:27	start setting trainer configurations
04-24 14:42:31	end setting trainer configurations
04-24 14:42:31	elapsed time:0:00:04.009035

04-24 14:42:31	start training a model
04-24 14:42:31	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-24 15:39:57	024	train	1.7602	0.5069	|	test	2.0765	0.1547
04-24 15:42:20	025	train	1.7215	0.5152	|	test	2.1070	0.1530
04-24 15:44:43	026	train	1.6849	0.5234	|	test	2.0789	0.1407
04-24 15:47:07	027	train	1.6446	0.5351	|	test	2.0773	0.1582
04-24 15:49:30	028	train	1.6144	0.5414	|	test	2.0407	0.1401
04-24 15:51:53	029	train	1.5867	0.5460	|	test	2.0643	0.1478
04-24 15:54:17	030	train	1.5594	0.5543	|	test	2.0528	0.1501
04-24 15:56:40	031	train	1.5330	0.5604	|	test	2.0555	0.1475
04-24 15:59:03	032	train	1.5046	0.5665	|	test	2.0909	0.1362
04-24 16:01:27	033	train	1.4792	0.5721	|	test	2.0399	0.1516
04-24 16:03:50	034	train	1.4636	0.5777	|	test	2.0678	0.1429
04-24 16:06:13	035	train	1.4348	0.5828	|	test	2.0741	0.1400
04-24 16:08:36	036	train	1.4142	0.5881	|	test	2.0474	0.1460
04-24 16:11:00	037	train	1.4056	0.5922	|	test	2.0844	0.1284
04-24 16:13:23	038	train	1.3791	0.5965	|	test	2.0841	0.1437
04-24 16:15:46	039	train	1.3754	0.5979	|	test	2.0961	0.1254
04-24 16:18:09	040	train	1.3530	0.6037	|	test	2.0992	0.1340
04-24 16:20:32	041	train	1.3444	0.6035	|	test	2.0839	0.1335
04-24 16:22:56	042	train	1.3333	0.6089	|	test	2.1346	0.1276
04-24 16:25:19	043	train	1.3160	0.6130	|	test	2.1101	0.1417
04-24 16:27:42	044	train	1.3024	0.6156	|	test	2.1215	0.1440
04-24 16:30:05	045	train	1.2981	0.6153	|	test	2.0817	0.1417
04-24 16:32:28	046	train	1.2897	0.6168	|	test	2.0613	0.1386
04-24 16:34:52	047	train	1.2808	0.6202	|	test	2.0699	0.1449
04-24 16:37:15	048	train	1.2674	0.6233	|	test	2.1145	0.1294
04-24 16:39:38	049	train	1.2652	0.6253	|	test	2.0990	0.1303
04-24 16:42:01	050	train	1.2605	0.6256	|	test	2.1145	0.1324
04-24 16:44:25	051	train	1.2495	0.6290	|	test	2.1544	0.1330
04-24 16:46:48	052	train	1.2242	0.6358	|	test	2.0937	0.1422
04-24 16:49:11	053	train	1.1968	0.6418	|	test	2.0881	0.1346
04-24 16:51:34	054	train	1.1753	0.6485	|	test	2.1262	0.1323
04-24 16:53:57	055	train	1.1539	0.6533	|	test	2.1079	0.1339
04-24 16:56:21	056	train	1.1355	0.6590	|	test	2.0893	0.1455
04-24 16:58:44	057	train	1.1241	0.6619	|	test	2.1187	0.1368
04-24 17:01:07	058	train	1.1043	0.6680	|	test	2.1056	0.1344
04-24 17:03:30	059	train	1.0769	0.6757	|	test	2.1625	0.1266
04-24 17:05:53	060	train	1.0603	0.6781	|	test	2.1254	0.1306
04-24 17:08:16	061	train	1.0360	0.6846	|	test	2.1394	0.1371
04-24 17:10:40	062	train	1.0264	0.6863	|	test	2.0965	0.1335
04-24 17:13:03	063	train	1.0012	0.6953	|	test	2.1387	0.1338
04-24 17:15:26	064	train	0.9823	0.6989	|	test	2.1540	0.1315
04-24 17:17:49	065	train	0.9741	0.7014	|	test	2.1166	0.1307
04-24 17:20:12	066	train	0.9429	0.7100	|	test	2.1355	0.1314
04-24 17:22:36	067	train	0.9221	0.7195	|	test	2.1362	0.1300
04-24 17:24:59	068	train	0.9059	0.7203	|	test	2.1174	0.1279
04-24 17:27:22	069	train	0.8845	0.7270	|	test	2.1505	0.1297
04-24 17:29:45	070	train	0.8610	0.7360	|	test	2.1461	0.1357
04-24 17:32:08	071	train	0.8393	0.7414	|	test	2.1574	0.1319
04-24 17:34:31	072	train	0.8211	0.7447	|	test	2.1344	0.1273
04-24 17:36:55	073	train	0.7925	0.7535	|	test	2.1790	0.1285
04-24 17:39:18	074	train	0.7771	0.7579	|	test	2.2096	0.1217
04-24 17:41:41	075	train	0.7460	0.7670	|	test	2.1642	0.1238
04-24 17:44:04	076	train	0.7324	0.7699	|	test	2.1603	0.1356
04-24 17:46:27	077	train	0.6989	0.7818	|	test	2.1736	0.1253
04-24 17:48:50	078	train	0.6613	0.7926	|	test	2.2017	0.1277
04-24 17:51:14	079	train	0.6524	0.7973	|	test	2.1637	0.1316
04-24 17:53:37	080	train	0.6083	0.8103	|	test	2.2088	0.1288
04-24 17:56:00	081	train	0.5809	0.8199	|	test	2.2218	0.1219
04-24 17:58:23	082	train	0.5510	0.8284	|	test	2.2035	0.1381
04-24 18:00:46	083	train	0.5261	0.8375	|	test	2.1576	0.1314
04-24 18:03:09	084	train	0.4948	0.8473	|	test	2.2287	0.1285
04-24 18:05:32	085	train	0.4560	0.8592	|	test	2.2374	0.1244
04-24 18:07:55	086	train	0.4195	0.8735	|	test	2.2079	0.1339
04-24 18:10:18	087	train	0.3834	0.8865	|	test	2.1882	0.1364
04-24 18:12:41	088	train	0.3488	0.8972	|	test	2.1978	0.1322
04-24 18:15:04	089	train	0.3103	0.9100	|	test	2.2117	0.1374
04-24 18:17:28	090	train	0.2699	0.9243	|	test	2.2198	0.1340
04-24 18:19:51	091	train	0.2274	0.9393	|	test	2.2193	0.1393
04-24 18:22:14	092	train	0.1906	0.9520	|	test	2.2123	0.1415
04-24 18:24:37	093	train	0.1591	0.9616	|	test	2.2087	0.1450
04-24 18:27:00	094	train	0.1282	0.9715	|	test	2.1772	0.1453
04-24 18:29:23	095	train	0.1050	0.9791	|	test	2.1731	0.1496
04-24 18:31:46	096	train	0.0875	0.9832	|	test	2.1809	0.1524
04-24 18:34:09	097	train	0.0732	0.9875	|	test	2.1537	0.1543
04-24 18:36:32	098	train	0.0637	0.9894	|	test	2.1558	0.1527
04-24 18:38:55	099	train	0.0558	0.9920	|	test	2.1557	0.1588
04-24 18:41:18	100	train	0.0505	0.9929	|	test	2.1621	0.1578
04-24 18:41:18	end training a model
04-24 18:41:18	elapsed time:3:58:47.605921

