04-17 03:57:07	##### arguments #####
04-17 03:57:07	dataset: cifar100
04-17 03:57:07	model_config: config/model/wrn-40-1.json
04-17 03:57:07	-- num_layer: 40
04-17 03:57:07	-- widening_factor: 1
04-17 03:57:07	run_config: config/run/adv_train_fgsm.json
04-17 03:57:07	-- batch_size_train: 128
04-17 03:57:07	-- batch_size_eval: 256
04-17 03:57:07	-- num_epochs: 100
04-17 03:57:07	-- learning_rate: 0.1
04-17 03:57:07	-- learning_rate_scheduler: cyclicLR
04-17 03:57:07	-- momentum: 0.9
04-17 03:57:07	-- weight_decay: 0.0005
04-17 03:57:07	-- dropout_rate: 0
04-17 03:57:07	-- adv_train_type: fgsm
04-17 03:57:07	-- epsilon_train: 8
04-17 03:57:07	-- alpha_train: 2
04-17 03:57:07	-- epsilon_eval: 8
04-17 03:57:07	-- alpha_eval: 2
04-17 03:57:07	-- restarts_eval: 1
04-17 03:57:07	-- attack_iters_eval: 5
04-17 03:57:07	device: cuda (1 GPUs)
04-17 03:57:07	output_path: results/cifar100/baselines/adversarial_fgsm/wrn-40-1
04-17 03:57:07	log_file: results/cifar100/baselines/adversarial_fgsm/wrn-40-1/adv_train_wrn_log.txt

04-17 03:57:07	start loading datasets: cifar100
04-17 03:57:08	loaded 50000 dataset_train samples
04-17 03:57:08	loaded 10000 dataset_test samples
04-17 03:57:08	elapsed time: 0:00:01.557439

04-17 03:57:08	start initializing a model
04-17 03:57:08	end initializing a model
04-17 03:57:08	elapsed time:0:00:00.022040

04-17 03:57:08	start setting trainer configurations
04-17 03:57:12	end setting trainer configurations
04-17 03:57:12	elapsed time:0:00:03.927697

04-17 03:57:12	start training a model
04-17 03:57:12	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-17 04:13:39	024	train	2.7955	0.2860	|	test	2.7101	0.1060
04-17 04:14:20	025	train	2.7458	0.2941	|	test	2.6112	0.1244
04-17 04:15:01	026	train	2.7020	0.3041	|	test	2.6835	0.1076
04-17 04:15:43	027	train	2.6630	0.3156	|	test	2.5698	0.1300
04-17 04:16:25	028	train	2.6210	0.3224	|	test	2.5162	0.1309
04-17 04:17:06	029	train	2.5922	0.3255	|	test	2.5006	0.1272
04-17 04:17:48	030	train	2.5620	0.3339	|	test	2.5119	0.1149
04-17 04:18:29	031	train	2.5331	0.3376	|	test	2.5648	0.1329
04-17 04:19:09	032	train	2.5093	0.3430	|	test	2.4720	0.1227
04-17 04:19:50	033	train	2.4865	0.3459	|	test	2.4369	0.1294
04-17 04:20:31	034	train	2.4609	0.3529	|	test	2.4441	0.1245
04-17 04:21:12	035	train	2.4514	0.3546	|	test	2.4694	0.1155
04-17 04:21:53	036	train	2.4263	0.3616	|	test	2.4853	0.1143
04-17 04:22:34	037	train	2.4101	0.3634	|	test	2.4363	0.1192
04-17 04:23:15	038	train	2.4040	0.3654	|	test	2.4599	0.1221
04-17 04:23:56	039	train	2.3906	0.3675	|	test	2.4312	0.1274
04-17 04:24:37	040	train	2.3715	0.3707	|	test	2.4244	0.1230
04-17 04:25:18	041	train	2.3625	0.3717	|	test	2.3630	0.1356
04-17 04:25:59	042	train	2.3554	0.3741	|	test	2.3583	0.1370
04-17 04:26:40	043	train	2.3477	0.3771	|	test	2.4429	0.1234
04-17 04:27:21	044	train	2.3375	0.3775	|	test	2.4234	0.1213
04-17 04:28:02	045	train	2.3290	0.3806	|	test	2.4002	0.1305
04-17 04:28:43	046	train	2.3153	0.3832	|	test	2.3403	0.1422
04-17 04:29:23	047	train	2.3117	0.3822	|	test	2.4222	0.1309
04-17 04:30:05	048	train	2.3107	0.3851	|	test	2.3720	0.1337
04-17 04:30:46	049	train	2.3010	0.3863	|	test	2.3877	0.1213
04-17 04:31:27	050	train	2.2941	0.3883	|	test	2.4045	0.1215
04-17 04:32:09	051	train	2.2849	0.3890	|	test	2.3619	0.1255
04-17 04:32:50	052	train	2.2748	0.3930	|	test	2.3333	0.1225
04-17 04:33:32	053	train	2.2597	0.3932	|	test	2.3392	0.1208
04-17 04:34:12	054	train	2.2487	0.3951	|	test	2.3359	0.1265
04-17 04:34:54	055	train	2.2401	0.3966	|	test	2.3854	0.1359
04-17 04:35:35	056	train	2.2261	0.4015	|	test	2.3195	0.1340
04-17 04:36:16	057	train	2.2239	0.4017	|	test	2.3478	0.1341
04-17 04:36:57	058	train	2.2051	0.4048	|	test	2.3252	0.1319
04-17 04:37:38	059	train	2.2026	0.4100	|	test	2.2733	0.1338
04-17 04:38:19	060	train	2.1938	0.4090	|	test	2.2873	0.1332
04-17 04:39:00	061	train	2.1777	0.4136	|	test	2.3600	0.1236
04-17 04:39:41	062	train	2.1724	0.4137	|	test	2.2990	0.1437
04-17 04:40:22	063	train	2.1603	0.4159	|	test	2.3013	0.1370
04-17 04:41:02	064	train	2.1550	0.4174	|	test	2.3555	0.1291
04-17 04:41:43	065	train	2.1411	0.4199	|	test	2.2339	0.1451
04-17 04:42:24	066	train	2.1328	0.4214	|	test	2.2345	0.1357
04-17 04:43:04	067	train	2.1200	0.4237	|	test	2.2418	0.1388
04-17 04:43:45	068	train	2.1126	0.4253	|	test	2.2836	0.1257
04-17 04:44:26	069	train	2.1020	0.4294	|	test	2.2189	0.1419
04-17 04:45:08	070	train	2.0877	0.4323	|	test	2.2160	0.1427
04-17 04:45:48	071	train	2.0805	0.4347	|	test	2.2382	0.1500
04-17 04:46:29	072	train	2.0723	0.4345	|	test	2.2250	0.1432
04-17 04:47:10	073	train	2.0594	0.4385	|	test	2.2187	0.1428
04-17 04:47:51	074	train	2.0490	0.4387	|	test	2.1813	0.1497
04-17 04:48:32	075	train	2.0373	0.4423	|	test	2.2322	0.1327
04-17 04:49:13	076	train	2.0256	0.4419	|	test	2.2122	0.1317
04-17 04:49:53	077	train	2.0073	0.4489	|	test	2.1906	0.1387
04-17 04:50:34	078	train	2.0012	0.4500	|	test	2.1744	0.1527
04-17 04:51:16	079	train	1.9863	0.4519	|	test	2.1618	0.1372
04-17 04:51:56	080	train	1.9791	0.4566	|	test	2.1337	0.1456
04-17 04:52:38	081	train	1.9633	0.4578	|	test	2.1170	0.1483
04-17 04:53:19	082	train	1.9504	0.4629	|	test	2.1624	0.1410
04-17 04:53:59	083	train	1.9291	0.4659	|	test	2.1385	0.1454
04-17 04:54:40	084	train	1.9199	0.4662	|	test	2.1163	0.1499
04-17 04:55:21	085	train	1.8973	0.4745	|	test	2.1424	0.1515
04-17 04:56:02	086	train	1.8765	0.4765	|	test	2.1126	0.1572
04-17 04:56:43	087	train	1.8603	0.4822	|	test	2.1002	0.1454
04-17 04:57:24	088	train	1.8401	0.4855	|	test	2.0729	0.1590
04-17 04:58:05	089	train	1.8233	0.4889	|	test	2.0864	0.1550
04-17 04:58:46	090	train	1.7934	0.4953	|	test	2.0648	0.1571
04-17 04:59:27	091	train	1.7753	0.5022	|	test	2.0448	0.1614
04-17 05:00:08	092	train	1.7462	0.5086	|	test	2.0482	0.1612
04-17 05:00:49	093	train	1.7161	0.5138	|	test	2.0396	0.1616
04-17 05:01:30	094	train	1.6894	0.5213	|	test	2.0451	0.1558
04-17 05:02:11	095	train	1.6504	0.5316	|	test	2.0073	0.1642
04-17 05:02:51	096	train	1.6100	0.5394	|	test	1.9937	0.1650
04-17 05:03:32	097	train	1.5660	0.5515	|	test	1.9821	0.1675
04-17 05:04:13	098	train	1.5213	0.5631	|	test	1.9584	0.1635
04-17 05:04:54	099	train	1.4692	0.5764	|	test	1.9568	0.1683
04-17 05:05:35	100	train	1.4188	0.5879	|	test	1.9480	0.1698
04-17 05:05:35	end training a model
04-17 05:05:35	elapsed time:1:08:23.193908

