04-22 17:17:36	##### arguments #####
04-22 17:17:36	dataset: cifar100
04-22 17:17:36	model_config: config/model/wrn-40-4.json
04-22 17:17:36	-- num_layer: 40
04-22 17:17:36	-- widening_factor: 4
04-22 17:17:36	run_config: config/run/adv_train.json
04-22 17:17:36	-- batch_size_train: 128
04-22 17:17:36	-- batch_size_eval: 256
04-22 17:17:36	-- num_epochs: 100
04-22 17:17:36	-- learning_rate: 0.1
04-22 17:17:36	-- learning_rate_scheduler: cyclicLR
04-22 17:17:36	-- momentum: 0.9
04-22 17:17:36	-- weight_decay: 0.0005
04-22 17:17:36	-- dropout_rate: 0
04-22 17:17:36	-- adv_train_type: pgd
04-22 17:17:36	-- epsilon_train: 8
04-22 17:17:36	-- alpha_train: 2
04-22 17:17:36	-- restarts_train: 1
04-22 17:17:36	-- attack_iters_train: 7
04-22 17:17:36	-- epsilon_eval: 8
04-22 17:17:36	-- alpha_eval: 2
04-22 17:17:36	-- restarts_eval: 1
04-22 17:17:36	-- attack_iters_eval: 5
04-22 17:17:36	device: cuda (1 GPUs)
04-22 17:17:36	output_path: results/cifar100/baselines/adversarial/wrn-40-4
04-22 17:17:36	log_file: results/cifar100/baselines/adversarial/wrn-40-4/adv_train_wrn_log.txt

04-22 17:17:36	start loading datasets: cifar100
04-22 17:17:38	loaded 50000 dataset_train samples
04-22 17:17:38	loaded 10000 dataset_test samples
04-22 17:17:38	elapsed time: 0:00:02.188875

04-22 17:17:38	start initializing a model
04-22 17:17:38	end initializing a model
04-22 17:17:38	elapsed time:0:00:00.200228

04-22 17:17:38	start setting trainer configurations
04-22 17:17:44	end setting trainer configurations
04-22 17:17:44	elapsed time:0:00:06.269977

04-22 17:17:44	start training a model
04-22 17:17:44	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-22 19:56:05	025	train	3.3624	0.1954	|	test	2.8306	0.2143
04-22 20:02:25	026	train	3.3265	0.2007	|	test	2.7839	0.2241
04-22 20:08:44	027	train	3.2934	0.2072	|	test	2.7075	0.2239
04-22 20:15:04	028	train	3.2583	0.2152	|	test	2.7039	0.2365
04-22 20:21:24	029	train	3.2353	0.2200	|	test	2.6596	0.2403
04-22 20:27:43	030	train	3.2055	0.2234	|	test	2.6253	0.2329
04-22 20:34:03	031	train	3.1822	0.2279	|	test	2.6392	0.2516
04-22 20:40:23	032	train	3.1519	0.2330	|	test	2.5773	0.2515
04-22 20:46:43	033	train	3.1260	0.2361	|	test	2.5276	0.2545
04-22 20:53:02	034	train	3.1094	0.2400	|	test	2.5029	0.2529
04-22 20:59:22	035	train	3.0837	0.2419	|	test	2.5028	0.2557
04-22 21:05:42	036	train	3.0674	0.2477	|	test	2.5124	0.2667
04-22 21:12:02	037	train	3.0510	0.2506	|	test	2.4889	0.2588
04-22 21:18:21	038	train	3.0341	0.2533	|	test	2.4581	0.2656
04-22 21:24:41	039	train	3.0200	0.2575	|	test	2.4647	0.2682
04-22 21:31:01	040	train	3.0032	0.2587	|	test	2.4693	0.2623
04-22 21:37:20	041	train	2.9877	0.2621	|	test	2.4549	0.2690
04-22 21:43:40	042	train	2.9778	0.2636	|	test	2.4469	0.2663
04-22 21:50:00	043	train	2.9602	0.2671	|	test	2.4458	0.2674
04-22 21:56:19	044	train	2.9496	0.2692	|	test	2.3860	0.2753
04-22 22:02:39	045	train	2.9428	0.2715	|	test	2.4200	0.2795
04-22 22:08:58	046	train	2.9273	0.2731	|	test	2.3995	0.2764
04-22 22:15:18	047	train	2.9243	0.2717	|	test	2.3933	0.2690
04-22 22:21:38	048	train	2.9059	0.2777	|	test	2.3986	0.2721
04-22 22:27:57	049	train	2.8989	0.2784	|	test	2.3943	0.2681
04-22 22:34:17	050	train	2.8894	0.2786	|	test	2.3812	0.2643
04-22 22:40:37	051	train	2.8775	0.2821	|	test	2.3432	0.2810
04-22 22:46:56	052	train	2.8598	0.2853	|	test	2.3482	0.2720
04-22 22:53:16	053	train	2.8405	0.2900	|	test	2.3402	0.2776
04-22 22:59:36	054	train	2.8231	0.2919	|	test	2.3281	0.2865
04-22 23:05:55	055	train	2.8143	0.2936	|	test	2.3446	0.2867
04-22 23:12:15	056	train	2.8008	0.2951	|	test	2.3116	0.2870
04-22 23:18:34	057	train	2.7810	0.3011	|	test	2.2772	0.2827
04-22 23:24:54	058	train	2.7662	0.3015	|	test	2.2851	0.2915
04-22 23:31:13	059	train	2.7522	0.3064	|	test	2.2731	0.2840
04-22 23:37:33	060	train	2.7395	0.3071	|	test	2.2793	0.2852
04-22 23:43:53	061	train	2.7206	0.3118	|	test	2.2646	0.2872
04-22 23:50:12	062	train	2.7064	0.3168	|	test	2.2500	0.2826
04-22 23:56:32	063	train	2.6912	0.3174	|	test	2.2284	0.2854
04-23 00:02:52	064	train	2.6718	0.3197	|	test	2.2844	0.2913
04-23 00:09:11	065	train	2.6613	0.3211	|	test	2.2723	0.2910
04-23 00:15:31	066	train	2.6430	0.3259	|	test	2.1930	0.2916
04-23 00:21:50	067	train	2.6305	0.3278	|	test	2.2330	0.2835
04-23 00:28:10	068	train	2.6131	0.3302	|	test	2.1819	0.2937
04-23 00:34:30	069	train	2.5978	0.3327	|	test	2.2246	0.2965
04-23 00:40:49	070	train	2.5764	0.3380	|	test	2.2564	0.2997
04-23 00:47:09	071	train	2.5581	0.3424	|	test	2.2087	0.2807
04-23 00:53:29	072	train	2.5435	0.3453	|	test	2.1731	0.2927
04-23 00:59:48	073	train	2.5241	0.3460	|	test	2.1741	0.3027
04-23 01:06:07	074	train	2.5035	0.3514	|	test	2.1613	0.2959
04-23 01:12:27	075	train	2.4876	0.3548	|	test	2.1674	0.3037
04-23 01:18:47	076	train	2.4643	0.3596	|	test	2.1363	0.3012
04-23 01:25:06	077	train	2.4522	0.3612	|	test	2.1483	0.2993
04-23 01:31:26	078	train	2.4234	0.3653	|	test	2.1492	0.2959
04-23 01:37:45	079	train	2.4021	0.3715	|	test	2.1292	0.3018
04-23 01:44:05	080	train	2.3832	0.3752	|	test	2.1432	0.2973
04-23 01:50:24	081	train	2.3513	0.3805	|	test	2.1381	0.3025
04-23 01:56:44	082	train	2.3215	0.3876	|	test	2.1163	0.3042
04-23 02:03:03	083	train	2.3034	0.3914	|	test	2.0860	0.3048
04-23 02:09:23	084	train	2.2694	0.3992	|	test	2.1105	0.3025
04-23 02:15:42	085	train	2.2380	0.4058	|	test	2.0929	0.3022
04-23 02:22:02	086	train	2.2036	0.4123	|	test	2.1186	0.2976
04-23 02:28:21	087	train	2.1788	0.4166	|	test	2.0989	0.2942
04-23 02:34:41	088	train	2.1339	0.4275	|	test	2.0766	0.3050
04-23 02:41:00	089	train	2.0914	0.4382	|	test	2.0681	0.2994
04-23 02:47:20	090	train	2.0476	0.4464	|	test	2.0445	0.3038
04-23 02:53:40	091	train	1.9996	0.4567	|	test	2.0535	0.3025
04-23 02:59:59	092	train	1.9450	0.4706	|	test	2.0172	0.3017
04-23 03:06:19	093	train	1.8868	0.4824	|	test	1.9927	0.3067
04-23 03:12:38	094	train	1.8226	0.5008	|	test	2.0342	0.2994
04-23 03:18:58	095	train	1.7504	0.5173	|	test	1.9962	0.3046
04-23 03:25:17	096	train	1.6795	0.5350	|	test	1.9975	0.3080
04-23 03:31:37	097	train	1.5850	0.5601	|	test	1.9761	0.3006
04-23 03:37:56	098	train	1.4999	0.5823	|	test	1.9780	0.3086
04-23 03:44:16	099	train	1.4050	0.6103	|	test	1.9822	0.3051
04-23 03:50:36	100	train	1.3222	0.6342	|	test	1.9521	0.3007
04-23 03:50:36	end training a model
04-23 03:50:36	elapsed time:10:32:51.211017

