04-14 00:51:14	##### arguments #####
04-14 00:51:14	dataset: cifar10
04-14 00:51:14	model_config: config/model/wrn-16-8.json
04-14 00:51:14	-- num_layer: 16
04-14 00:51:14	-- widening_factor: 8
04-14 00:51:14	run_config: config/run/std_train.json
04-14 00:51:14	-- batch_size_train: 128
04-14 00:51:14	-- batch_size_eval: 256
04-14 00:51:14	-- num_epochs: 100
04-14 00:51:14	-- learning_rate: 0.1
04-14 00:51:14	-- learning_rate_scheduler: cyclicLR
04-14 00:51:14	-- momentum: 0.9
04-14 00:51:14	-- weight_decay: 0.0005
04-14 00:51:14	-- dropout_rate: 0
04-14 00:51:14	device: cuda (1 GPUs)
04-14 00:51:14	output_path: results/cifar10/baselines/standard/wrn-16-8
04-14 00:51:14	log_file: results/cifar10/baselines/standard/wrn-16-8/std_train_wrn_log.txt

04-14 00:51:14	start loading datasets: cifar10
04-14 00:51:15	loaded 50000 dataset_train samples
04-14 00:51:15	loaded 10000 dataset_test samples
04-14 00:51:15	elapsed time: 0:00:01.185832

04-14 00:51:15	start initializing a model
04-14 00:51:16	end initializing a model
04-14 00:51:16	elapsed time:0:00:00.165158

04-14 00:51:16	start setting trainer configurations
04-14 00:51:20	end setting trainer configurations
04-14 00:51:20	elapsed time:0:00:03.986622

04-14 00:51:20	start training a model
04-14 00:51:20	ep	split	std_loss	std_acc	|	split	std_loss	std_acc
04-14 01:21:44	040	train	0.1801	0.9384	|	test	0.4324	0.8596
04-14 01:22:29	041	train	0.1815	0.9387	|	test	0.3483	0.8894
04-14 01:23:15	042	train	0.1768	0.9399	|	test	0.3534	0.8916
04-14 01:24:00	043	train	0.1808	0.9390	|	test	0.4137	0.8673
04-14 01:24:46	044	train	0.1771	0.9394	|	test	0.5337	0.8400
04-14 01:25:31	045	train	0.1809	0.9374	|	test	0.4327	0.8636
04-14 01:26:17	046	train	0.1737	0.9403	|	test	0.4408	0.8610
04-14 01:27:02	047	train	0.1789	0.9385	|	test	0.5385	0.8433
04-14 01:27:48	048	train	0.1723	0.9414	|	test	0.3562	0.8868
04-14 01:28:33	049	train	0.1774	0.9392	|	test	0.3301	0.8919
04-14 01:29:19	050	train	0.1753	0.9400	|	test	0.4079	0.8762
04-14 01:30:05	051	train	0.1755	0.9392	|	test	0.4364	0.8673
04-14 01:30:50	052	train	0.1678	0.9432	|	test	0.5120	0.8464
04-14 01:31:36	053	train	0.1672	0.9435	|	test	0.5764	0.8380
04-14 01:32:21	054	train	0.1594	0.9459	|	test	0.2768	0.9077
04-14 01:33:07	055	train	0.1548	0.9471	|	test	0.3645	0.8846
04-14 01:33:52	056	train	0.1555	0.9462	|	test	0.4449	0.8666
04-14 01:34:38	057	train	0.1500	0.9491	|	test	0.4888	0.8626
04-14 01:35:23	058	train	0.1512	0.9480	|	test	0.3325	0.8955
04-14 01:36:09	059	train	0.1424	0.9510	|	test	0.3701	0.8855
04-14 01:36:54	060	train	0.1463	0.9499	|	test	0.3822	0.8853
04-14 01:37:40	061	train	0.1336	0.9552	|	test	0.3383	0.8933
04-14 01:38:25	062	train	0.1383	0.9524	|	test	0.3314	0.9012
04-14 01:39:11	063	train	0.1347	0.9548	|	test	0.3485	0.8946
04-14 01:39:56	064	train	0.1311	0.9557	|	test	0.3214	0.9027
04-14 01:40:41	065	train	0.1290	0.9554	|	test	0.3567	0.8940
04-14 01:41:27	066	train	0.1248	0.9575	|	test	0.3675	0.8905
04-14 01:42:12	067	train	0.1217	0.9586	|	test	0.3609	0.8888
04-14 01:42:58	068	train	0.1221	0.9588	|	test	0.4543	0.8724
04-14 01:43:43	069	train	0.1145	0.9604	|	test	0.3274	0.8981
04-14 01:44:29	070	train	0.1121	0.9617	|	test	0.3235	0.9000
04-14 01:45:14	071	train	0.1086	0.9633	|	test	0.3779	0.8891
04-14 01:46:00	072	train	0.1098	0.9627	|	test	0.2874	0.9077
04-14 01:46:45	073	train	0.0999	0.9663	|	test	0.3354	0.8978
04-14 01:47:31	074	train	0.1024	0.9659	|	test	0.3308	0.8994
04-14 01:48:16	075	train	0.0951	0.9678	|	test	0.2855	0.9104
04-14 01:49:02	076	train	0.0961	0.9687	|	test	0.3273	0.9028
04-14 01:49:47	077	train	0.0867	0.9713	|	test	0.3184	0.9093
04-14 01:50:32	078	train	0.0863	0.9717	|	test	0.3087	0.9053
04-14 01:51:18	079	train	0.0841	0.9719	|	test	0.3078	0.9079
04-14 01:52:03	080	train	0.0769	0.9749	|	test	0.2918	0.9104
04-14 01:52:49	081	train	0.0724	0.9763	|	test	0.2884	0.9190
04-14 01:53:34	082	train	0.0689	0.9774	|	test	0.2858	0.9159
04-14 01:54:20	083	train	0.0666	0.9781	|	test	0.2610	0.9211
04-14 01:55:05	084	train	0.0579	0.9814	|	test	0.3018	0.9110
04-14 01:55:51	085	train	0.0593	0.9811	|	test	0.2869	0.9174
04-14 01:56:36	086	train	0.0495	0.9841	|	test	0.2538	0.9274
04-14 01:57:22	087	train	0.0436	0.9865	|	test	0.3003	0.9097
04-14 01:58:07	088	train	0.0363	0.9894	|	test	0.2568	0.9238
04-14 01:58:52	089	train	0.0278	0.9924	|	test	0.2485	0.9297
04-14 01:59:38	090	train	0.0261	0.9928	|	test	0.2357	0.9356
04-14 02:00:23	091	train	0.0208	0.9947	|	test	0.2301	0.9360
04-14 02:01:09	092	train	0.0177	0.9958	|	test	0.2165	0.9394
04-14 02:01:54	093	train	0.0128	0.9972	|	test	0.2118	0.9409
04-14 02:02:40	094	train	0.0091	0.9983	|	test	0.1963	0.9445
04-14 02:03:25	095	train	0.0073	0.9988	|	test	0.1817	0.9478
04-14 02:04:11	096	train	0.0052	0.9996	|	test	0.1772	0.9503
04-14 02:04:56	097	train	0.0043	0.9996	|	test	0.1779	0.9492
04-14 02:05:42	098	train	0.0039	0.9997	|	test	0.1765	0.9506
04-14 02:06:27	099	train	0.0034	0.9998	|	test	0.1761	0.9491
04-14 02:07:13	100	train	0.0030	1.0000	|	test	0.1731	0.9507
04-14 02:07:13	end training a model
04-14 02:07:13	elapsed time:1:15:52.939975

