04-16 16:59:04	##### arguments #####
04-16 16:59:04	dataset: cifar10
04-16 16:59:04	model_config: config/model/wrn-16-8.json
04-16 16:59:04	-- num_layer: 16
04-16 16:59:04	-- widening_factor: 8
04-16 16:59:04	run_config: config/run/adv_train.json
04-16 16:59:04	-- batch_size_train: 128
04-16 16:59:04	-- batch_size_eval: 256
04-16 16:59:04	-- num_epochs: 100
04-16 16:59:04	-- learning_rate: 0.1
04-16 16:59:04	-- learning_rate_scheduler: cyclicLR
04-16 16:59:04	-- momentum: 0.9
04-16 16:59:04	-- weight_decay: 0.0005
04-16 16:59:04	-- dropout_rate: 0
04-16 16:59:04	-- adv_train_type: pgd
04-16 16:59:04	-- epsilon_train: 8
04-16 16:59:04	-- alpha_train: 2
04-16 16:59:04	-- restarts_train: 1
04-16 16:59:04	-- attack_iters_train: 7
04-16 16:59:04	-- epsilon_eval: 8
04-16 16:59:04	-- alpha_eval: 2
04-16 16:59:04	-- restarts_eval: 1
04-16 16:59:04	-- attack_iters_eval: 5
04-16 16:59:04	device: cuda (1 GPUs)
04-16 16:59:04	output_path: results/cifar10/baselines/adversarial/wrn-16-8
04-16 16:59:04	log_file: results/cifar10/baselines/adversarial/wrn-16-8/adv_train_wrn_log.txt

04-16 16:59:04	start loading datasets: cifar10
04-16 16:59:05	loaded 50000 dataset_train samples
04-16 16:59:05	loaded 10000 dataset_test samples
04-16 16:59:05	elapsed time: 0:00:01.235609

04-16 16:59:05	start initializing a model
04-16 16:59:06	end initializing a model
04-16 16:59:06	elapsed time:0:00:00.164005

04-16 16:59:06	start setting trainer configurations
04-16 16:59:10	end setting trainer configurations
04-16 16:59:10	elapsed time:0:00:04.431345

04-16 16:59:10	start training a model
04-16 16:59:10	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-16 19:43:36	025	train	1.5019	0.4299	|	test	1.1646	0.4804
04-16 19:50:10	026	train	1.4863	0.4348	|	test	1.1757	0.4919
04-16 19:56:44	027	train	1.4707	0.4407	|	test	1.1405	0.4848
04-16 20:03:18	028	train	1.4541	0.4466	|	test	1.1445	0.4906
04-16 20:09:53	029	train	1.4394	0.4515	|	test	1.1154	0.5057
04-16 20:16:27	030	train	1.4266	0.4558	|	test	1.1097	0.5051
04-16 20:23:01	031	train	1.4141	0.4594	|	test	1.1064	0.5025
04-16 20:29:35	032	train	1.3981	0.4679	|	test	1.0995	0.5101
04-16 20:36:10	033	train	1.3869	0.4724	|	test	1.0623	0.5118
04-16 20:42:44	034	train	1.3752	0.4754	|	test	1.0947	0.5201
04-16 20:49:18	035	train	1.3625	0.4791	|	test	1.0605	0.5255
04-16 20:55:52	036	train	1.3566	0.4801	|	test	1.0593	0.5107
04-16 21:02:26	037	train	1.3468	0.4849	|	test	1.0606	0.5250
04-16 21:09:00	038	train	1.3352	0.4922	|	test	1.0507	0.5135
04-16 21:15:34	039	train	1.3296	0.4904	|	test	1.0507	0.5165
04-16 21:22:07	040	train	1.3206	0.4936	|	test	1.0915	0.5155
04-16 21:28:41	041	train	1.3133	0.4987	|	test	1.0665	0.5181
04-16 21:35:15	042	train	1.3070	0.5004	|	test	1.0159	0.5358
04-16 21:41:49	043	train	1.2975	0.5018	|	test	1.0498	0.5274
04-16 21:48:23	044	train	1.2893	0.5058	|	test	1.0178	0.5339
04-16 21:54:57	045	train	1.2874	0.5059	|	test	1.0152	0.5194
04-16 22:01:31	046	train	1.2783	0.5100	|	test	1.0181	0.5292
04-16 22:08:04	047	train	1.2746	0.5076	|	test	1.0194	0.5391
04-16 22:14:38	048	train	1.2714	0.5124	|	test	0.9976	0.5341
04-16 22:21:12	049	train	1.2651	0.5126	|	test	1.0152	0.5321
04-16 22:27:45	050	train	1.2551	0.5140	|	test	1.0034	0.5266
04-16 22:34:19	051	train	1.2560	0.5130	|	test	0.9862	0.5290
04-16 22:40:53	052	train	1.2442	0.5184	|	test	0.9996	0.5414
04-16 22:47:27	053	train	1.2374	0.5229	|	test	0.9942	0.5270
04-16 22:54:00	054	train	1.2270	0.5262	|	test	0.9889	0.5507
04-16 23:00:34	055	train	1.2205	0.5293	|	test	0.9862	0.5358
04-16 23:07:07	056	train	1.2150	0.5294	|	test	0.9808	0.5448
04-16 23:13:41	057	train	1.2102	0.5305	|	test	0.9808	0.5442
04-16 23:20:14	058	train	1.2019	0.5344	|	test	0.9678	0.5413
04-16 23:26:48	059	train	1.1879	0.5371	|	test	0.9665	0.5390
04-16 23:33:22	060	train	1.1852	0.5384	|	test	0.9541	0.5452
04-16 23:39:55	061	train	1.1771	0.5414	|	test	0.9426	0.5596
04-16 23:46:29	062	train	1.1679	0.5456	|	test	0.9423	0.5503
04-16 23:53:03	063	train	1.1642	0.5459	|	test	0.9560	0.5514
04-16 23:59:36	064	train	1.1544	0.5495	|	test	0.9259	0.5369
04-17 00:06:09	065	train	1.1473	0.5530	|	test	0.9329	0.5531
04-17 00:12:43	066	train	1.1396	0.5554	|	test	0.9541	0.5536
04-17 00:19:16	067	train	1.1306	0.5569	|	test	0.9452	0.5548
04-17 00:25:50	068	train	1.1248	0.5590	|	test	0.9131	0.5498
04-17 00:32:24	069	train	1.1145	0.5622	|	test	0.9155	0.5463
04-17 00:38:57	070	train	1.1076	0.5652	|	test	0.9136	0.5475
04-17 00:45:31	071	train	1.1003	0.5672	|	test	0.9143	0.5534
04-17 00:52:04	072	train	1.0914	0.5703	|	test	0.9224	0.5577
04-17 00:58:38	073	train	1.0815	0.5734	|	test	0.9135	0.5548
04-17 01:05:11	074	train	1.0716	0.5775	|	test	0.9037	0.5575
04-17 01:11:44	075	train	1.0628	0.5805	|	test	0.9238	0.5586
04-17 01:18:17	076	train	1.0547	0.5818	|	test	0.9253	0.5554
04-17 01:24:51	077	train	1.0430	0.5854	|	test	0.8851	0.5553
04-17 01:31:24	078	train	1.0348	0.5870	|	test	0.8948	0.5519
04-17 01:37:57	079	train	1.0229	0.5932	|	test	0.8835	0.5536
04-17 01:44:31	080	train	1.0076	0.5977	|	test	0.8852	0.5529
04-17 01:51:04	081	train	0.9963	0.6028	|	test	0.8889	0.5512
04-17 01:57:38	082	train	0.9814	0.6057	|	test	0.8821	0.5384
04-17 02:04:11	083	train	0.9718	0.6112	|	test	0.8715	0.5496
04-17 02:10:44	084	train	0.9565	0.6167	|	test	0.8720	0.5591
04-17 02:17:18	085	train	0.9415	0.6207	|	test	0.8557	0.5476
04-17 02:23:51	086	train	0.9264	0.6277	|	test	0.8767	0.5561
04-17 02:30:24	087	train	0.9059	0.6368	|	test	0.8710	0.5657
04-17 02:36:58	088	train	0.8910	0.6392	|	test	0.8626	0.5444
04-17 02:43:31	089	train	0.8709	0.6467	|	test	0.8521	0.5453
04-17 02:50:04	090	train	0.8456	0.6575	|	test	0.8408	0.5540
04-17 02:56:38	091	train	0.8245	0.6660	|	test	0.8320	0.5611
04-17 03:03:11	092	train	0.7943	0.6748	|	test	0.8244	0.5590
04-17 03:09:44	093	train	0.7696	0.6854	|	test	0.8243	0.5503
04-17 03:16:18	094	train	0.7372	0.6979	|	test	0.8252	0.5517
04-17 03:22:51	095	train	0.7045	0.7109	|	test	0.8122	0.5531
04-17 03:29:24	096	train	0.6635	0.7278	|	test	0.8193	0.5539
04-17 03:35:58	097	train	0.6211	0.7430	|	test	0.7900	0.5546
04-17 03:42:31	098	train	0.5851	0.7606	|	test	0.8012	0.5509
04-17 03:49:05	099	train	0.5411	0.7779	|	test	0.7773	0.5556
04-17 03:55:38	100	train	0.5070	0.7915	|	test	0.7829	0.5520
04-17 03:55:38	end training a model
04-17 03:55:38	elapsed time:10:56:28.038799

