04-16 08:33:50	##### arguments #####
04-16 08:33:50	dataset: cifar10
04-16 08:33:50	model_config: config/model/wrn-16-1.json
04-16 08:33:50	-- num_layer: 16
04-16 08:33:50	-- widening_factor: 1
04-16 08:33:50	run_config: config/run/adv_train_fgsm.json
04-16 08:33:50	-- batch_size_train: 128
04-16 08:33:50	-- batch_size_eval: 256
04-16 08:33:50	-- num_epochs: 100
04-16 08:33:50	-- learning_rate: 0.1
04-16 08:33:50	-- learning_rate_scheduler: cyclicLR
04-16 08:33:50	-- momentum: 0.9
04-16 08:33:50	-- weight_decay: 0.0005
04-16 08:33:50	-- dropout_rate: 0
04-16 08:33:50	-- adv_train_type: fgsm
04-16 08:33:50	-- epsilon_train: 8
04-16 08:33:50	-- alpha_train: 2
04-16 08:33:50	-- epsilon_eval: 8
04-16 08:33:50	-- alpha_eval: 2
04-16 08:33:50	-- restarts_eval: 1
04-16 08:33:50	-- attack_iters_eval: 5
04-16 08:33:50	device: cuda (1 GPUs)
04-16 08:33:50	output_path: results/cifar10/baselines/adversarial_fgsm/wrn-16-1
04-16 08:33:50	log_file: results/cifar10/baselines/adversarial_fgsm/wrn-16-1/adv_train_wrn_log.txt

04-16 08:33:50	start loading datasets: cifar10
04-16 08:33:51	loaded 50000 dataset_train samples
04-16 08:33:51	loaded 10000 dataset_test samples
04-16 08:33:51	elapsed time: 0:00:01.195730

04-16 08:33:51	start initializing a model
04-16 08:33:51	end initializing a model
04-16 08:33:51	elapsed time:0:00:00.009174

04-16 08:33:51	start setting trainer configurations
04-16 08:33:55	end setting trainer configurations
04-16 08:33:55	elapsed time:0:00:04.000779

04-16 08:33:55	start training a model
04-16 08:33:55	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-16 08:45:07	039	train	0.9595	0.6460	|	test	1.1846	0.2812
04-16 08:45:24	040	train	0.9629	0.6457	|	test	1.2037	0.2682
04-16 08:45:41	041	train	0.9589	0.6477	|	test	1.2604	0.2521
04-16 08:45:59	042	train	0.9535	0.6475	|	test	1.1719	0.2778
04-16 08:46:17	043	train	0.9497	0.6504	|	test	1.1779	0.2740
04-16 08:46:33	044	train	0.9460	0.6508	|	test	1.2137	0.2614
04-16 08:46:50	045	train	0.9469	0.6543	|	test	1.1932	0.2612
04-16 08:47:07	046	train	0.9428	0.6552	|	test	1.2810	0.2487
04-16 08:47:24	047	train	0.9421	0.6557	|	test	1.2283	0.2621
04-16 08:47:41	048	train	0.9386	0.6551	|	test	1.2822	0.2518
04-16 08:47:59	049	train	0.9409	0.6539	|	test	1.1830	0.2685
04-16 08:48:16	050	train	0.9338	0.6573	|	test	1.1983	0.2723
04-16 08:48:34	051	train	0.9323	0.6580	|	test	1.2014	0.2626
04-16 08:48:51	052	train	0.9296	0.6598	|	test	1.1979	0.2648
04-16 08:49:08	053	train	0.9251	0.6617	|	test	1.1753	0.2732
04-16 08:49:25	054	train	0.9173	0.6646	|	test	1.2054	0.2560
04-16 08:49:42	055	train	0.9133	0.6659	|	test	1.1818	0.2830
04-16 08:49:59	056	train	0.9111	0.6640	|	test	1.2672	0.2600
04-16 08:50:16	057	train	0.9084	0.6680	|	test	1.1463	0.2964
04-16 08:50:34	058	train	0.9029	0.6699	|	test	1.1719	0.2682
04-16 08:50:51	059	train	0.9000	0.6709	|	test	1.1690	0.2656
04-16 08:51:08	060	train	0.9005	0.6712	|	test	1.1633	0.2845
04-16 08:51:25	061	train	0.8929	0.6729	|	test	1.1735	0.2740
04-16 08:51:43	062	train	0.8933	0.6744	|	test	1.1739	0.2708
04-16 08:52:01	063	train	0.8878	0.6746	|	test	1.1366	0.2928
04-16 08:52:18	064	train	0.8845	0.6762	|	test	1.1474	0.2883
04-16 08:52:35	065	train	0.8829	0.6774	|	test	1.1762	0.2654
04-16 08:52:52	066	train	0.8762	0.6788	|	test	1.1439	0.2957
04-16 08:53:10	067	train	0.8746	0.6794	|	test	1.1386	0.2794
04-16 08:53:27	068	train	0.8703	0.6810	|	test	1.1446	0.2865
04-16 08:53:44	069	train	0.8678	0.6835	|	test	1.1428	0.2786
04-16 08:54:00	070	train	0.8643	0.6814	|	test	1.1502	0.2961
04-16 08:54:18	071	train	0.8630	0.6842	|	test	1.1814	0.2593
04-16 08:54:35	072	train	0.8586	0.6857	|	test	1.1620	0.2711
04-16 08:54:53	073	train	0.8584	0.6867	|	test	1.1416	0.2752
04-16 08:55:09	074	train	0.8503	0.6899	|	test	1.1190	0.3034
04-16 08:55:26	075	train	0.8462	0.6909	|	test	1.1584	0.2920
04-16 08:55:43	076	train	0.8417	0.6940	|	test	1.1291	0.2845
04-16 08:56:00	077	train	0.8407	0.6917	|	test	1.1285	0.3073
04-16 08:56:17	078	train	0.8313	0.6973	|	test	1.1233	0.3042
04-16 08:56:35	079	train	0.8299	0.6931	|	test	1.1833	0.2694
04-16 08:56:54	080	train	0.8223	0.6975	|	test	1.1033	0.3017
04-16 08:57:11	081	train	0.8179	0.7012	|	test	1.1213	0.2944
04-16 08:57:29	082	train	0.8169	0.6998	|	test	1.1025	0.3041
04-16 08:57:46	083	train	0.8112	0.7021	|	test	1.1235	0.2898
04-16 08:58:03	084	train	0.8019	0.7055	|	test	1.1182	0.3011
04-16 08:58:20	085	train	0.8031	0.7064	|	test	1.0999	0.3005
04-16 08:58:37	086	train	0.7914	0.7097	|	test	1.1159	0.2957
04-16 08:58:54	087	train	0.7903	0.7092	|	test	1.0903	0.3026
04-16 08:59:11	088	train	0.7808	0.7137	|	test	1.1104	0.2926
04-16 08:59:29	089	train	0.7707	0.7172	|	test	1.0957	0.3073
04-16 08:59:46	090	train	0.7661	0.7192	|	test	1.0902	0.3027
04-16 09:00:03	091	train	0.7550	0.7231	|	test	1.0917	0.3065
04-16 09:00:21	092	train	0.7495	0.7250	|	test	1.0951	0.2934
04-16 09:00:37	093	train	0.7384	0.7279	|	test	1.0888	0.3011
04-16 09:00:55	094	train	0.7243	0.7340	|	test	1.0754	0.3043
04-16 09:01:12	095	train	0.7194	0.7349	|	test	1.0725	0.3090
04-16 09:01:30	096	train	0.7044	0.7417	|	test	1.0634	0.3139
04-16 09:01:48	097	train	0.6917	0.7462	|	test	1.0653	0.3093
04-16 09:02:05	098	train	0.6744	0.7519	|	test	1.0578	0.3122
04-16 09:02:22	099	train	0.6587	0.7583	|	test	1.0472	0.3190
04-16 09:02:39	100	train	0.6400	0.7653	|	test	1.0466	0.3210
04-16 09:02:39	end training a model
04-16 09:02:39	elapsed time:0:28:43.875558

