04-13 22:19:22	##### arguments #####
04-13 22:19:22	dataset: cifar10
04-13 22:19:22	model_config: config/model/wrn-16-2.json
04-13 22:19:22	-- num_layer: 16
04-13 22:19:22	-- widening_factor: 2
04-13 22:19:22	run_config: config/run/std_train.json
04-13 22:19:22	-- batch_size_train: 128
04-13 22:19:22	-- batch_size_eval: 256
04-13 22:19:22	-- num_epochs: 100
04-13 22:19:22	-- learning_rate: 0.1
04-13 22:19:22	-- learning_rate_scheduler: cyclicLR
04-13 22:19:22	-- momentum: 0.9
04-13 22:19:22	-- weight_decay: 0.0005
04-13 22:19:22	-- dropout_rate: 0
04-13 22:19:22	device: cuda (1 GPUs)
04-13 22:19:22	output_path: results/cifar10/baselines/standard/wrn-16-2
04-13 22:19:22	log_file: results/cifar10/baselines/standard/wrn-16-2/std_train_wrn_log.txt

04-13 22:19:22	start loading datasets: cifar10
04-13 22:19:24	loaded 50000 dataset_train samples
04-13 22:19:24	loaded 10000 dataset_test samples
04-13 22:19:24	elapsed time: 0:00:01.177232

04-13 22:19:24	start initializing a model
04-13 22:19:24	end initializing a model
04-13 22:19:24	elapsed time:0:00:00.017242

04-13 22:19:24	start setting trainer configurations
04-13 22:19:27	end setting trainer configurations
04-13 22:19:27	elapsed time:0:00:03.797058

04-13 22:19:27	start training a model
04-13 22:19:27	ep	split	std_loss	std_acc	|	split	std_loss	std_acc
04-13 22:26:24	030	train	0.3279	0.8868	|	test	0.6275	0.7931
04-13 22:26:37	031	train	0.3260	0.8872	|	test	0.6755	0.7875
04-13 22:26:52	032	train	0.3205	0.8895	|	test	0.4215	0.8605
04-13 22:27:06	033	train	0.3144	0.8912	|	test	0.5575	0.8200
04-13 22:27:21	034	train	0.3130	0.8926	|	test	0.6206	0.8003
04-13 22:27:34	035	train	0.3099	0.8947	|	test	0.4771	0.8345
04-13 22:27:49	036	train	0.3073	0.8943	|	test	0.4894	0.8346
04-13 22:28:04	037	train	0.3104	0.8922	|	test	0.4929	0.8319
04-13 22:28:19	038	train	0.3020	0.8952	|	test	0.5441	0.8236
04-13 22:28:33	039	train	0.3079	0.8935	|	test	0.6024	0.8091
04-13 22:28:47	040	train	0.3025	0.8964	|	test	1.2705	0.7044
04-13 22:29:01	041	train	0.3014	0.8963	|	test	0.4349	0.8612
04-13 22:29:16	042	train	0.2959	0.8985	|	test	0.5419	0.8241
04-13 22:29:29	043	train	0.2976	0.8987	|	test	0.5476	0.8287
04-13 22:29:43	044	train	0.2940	0.8983	|	test	0.4532	0.8486
04-13 22:29:57	045	train	0.2984	0.8974	|	test	0.6235	0.8139
04-13 22:30:12	046	train	0.2994	0.8974	|	test	0.7532	0.7716
04-13 22:30:26	047	train	0.2952	0.8989	|	test	0.6887	0.7765
04-13 22:30:39	048	train	0.2984	0.8976	|	test	0.4073	0.8639
04-13 22:30:53	049	train	0.2904	0.9012	|	test	0.4927	0.8390
04-13 22:31:07	050	train	0.2958	0.8979	|	test	0.4142	0.8644
04-13 22:31:20	051	train	0.2906	0.9020	|	test	0.4356	0.8555
04-13 22:31:34	052	train	0.2901	0.8999	|	test	0.3961	0.8624
04-13 22:31:48	053	train	0.2816	0.9024	|	test	0.3940	0.8706
04-13 22:32:02	054	train	0.2756	0.9061	|	test	0.4716	0.8461
04-13 22:32:16	055	train	0.2743	0.9043	|	test	0.4439	0.8566
04-13 22:32:31	056	train	0.2736	0.9047	|	test	0.5117	0.8389
04-13 22:32:44	057	train	0.2648	0.9079	|	test	0.4434	0.8537
04-13 22:32:59	058	train	0.2687	0.9076	|	test	0.4003	0.8676
04-13 22:33:12	059	train	0.2602	0.9104	|	test	0.5084	0.8376
04-13 22:33:26	060	train	0.2599	0.9099	|	test	0.5147	0.8352
04-13 22:33:40	061	train	0.2540	0.9131	|	test	0.4510	0.8559
04-13 22:33:54	062	train	0.2537	0.9133	|	test	0.4923	0.8393
04-13 22:34:08	063	train	0.2517	0.9118	|	test	0.6667	0.7970
04-13 22:34:21	064	train	0.2495	0.9131	|	test	0.4989	0.8489
04-13 22:34:35	065	train	0.2432	0.9161	|	test	0.5645	0.8223
04-13 22:34:48	066	train	0.2431	0.9158	|	test	0.3295	0.8903
04-13 22:35:02	067	train	0.2316	0.9197	|	test	0.5662	0.8264
04-13 22:35:16	068	train	0.2336	0.9193	|	test	0.3338	0.8879
04-13 22:35:30	069	train	0.2307	0.9203	|	test	0.3577	0.8789
04-13 22:35:44	070	train	0.2251	0.9228	|	test	0.3674	0.8750
04-13 22:35:57	071	train	0.2186	0.9247	|	test	0.3750	0.8761
04-13 22:36:11	072	train	0.2168	0.9246	|	test	0.3694	0.8805
04-13 22:36:24	073	train	0.2123	0.9274	|	test	0.3963	0.8741
04-13 22:36:38	074	train	0.2098	0.9287	|	test	0.3516	0.8862
04-13 22:36:52	075	train	0.2020	0.9304	|	test	0.3381	0.8839
04-13 22:37:06	076	train	0.2071	0.9296	|	test	0.3399	0.8867
04-13 22:37:20	077	train	0.1987	0.9313	|	test	0.5043	0.8545
04-13 22:37:33	078	train	0.1924	0.9336	|	test	0.3600	0.8829
04-13 22:37:47	079	train	0.1885	0.9350	|	test	0.3172	0.8920
04-13 22:38:01	080	train	0.1832	0.9366	|	test	0.3447	0.8883
04-13 22:38:15	081	train	0.1817	0.9372	|	test	0.3205	0.8929
04-13 22:38:28	082	train	0.1702	0.9412	|	test	0.3204	0.8952
04-13 22:38:42	083	train	0.1632	0.9432	|	test	0.2939	0.9022
04-13 22:38:56	084	train	0.1634	0.9448	|	test	0.3293	0.8989
04-13 22:39:09	085	train	0.1555	0.9478	|	test	0.2799	0.9055
04-13 22:39:23	086	train	0.1456	0.9500	|	test	0.2769	0.9073
04-13 22:39:38	087	train	0.1407	0.9520	|	test	0.2953	0.9079
04-13 22:39:52	088	train	0.1332	0.9546	|	test	0.3120	0.9009
04-13 22:40:05	089	train	0.1251	0.9575	|	test	0.2687	0.9155
04-13 22:40:19	090	train	0.1136	0.9604	|	test	0.3299	0.8972
04-13 22:40:33	091	train	0.1031	0.9658	|	test	0.2739	0.9146
04-13 22:40:46	092	train	0.0970	0.9677	|	test	0.2559	0.9182
04-13 22:41:00	093	train	0.0874	0.9709	|	test	0.2702	0.9148
04-13 22:41:13	094	train	0.0734	0.9761	|	test	0.2596	0.9205
04-13 22:41:27	095	train	0.0643	0.9797	|	test	0.2287	0.9269
04-13 22:41:41	096	train	0.0526	0.9840	|	test	0.2285	0.9290
04-13 22:41:55	097	train	0.0425	0.9874	|	test	0.2181	0.9335
04-13 22:42:09	098	train	0.0362	0.9903	|	test	0.2168	0.9330
04-13 22:42:24	099	train	0.0302	0.9922	|	test	0.2110	0.9369
04-13 22:42:37	100	train	0.0248	0.9949	|	test	0.2112	0.9361
04-13 22:42:37	end training a model
04-13 22:42:37	elapsed time:0:23:09.787794

