04-17 06:24:58	##### arguments #####
04-17 06:24:58	dataset: cifar100
04-17 06:24:58	model_config: config/model/wrn-40-2.json
04-17 06:24:58	-- num_layer: 40
04-17 06:24:58	-- widening_factor: 2
04-17 06:24:58	run_config: config/run/adv_train_fgsm.json
04-17 06:24:58	-- batch_size_train: 128
04-17 06:24:58	-- batch_size_eval: 256
04-17 06:24:58	-- num_epochs: 100
04-17 06:24:58	-- learning_rate: 0.1
04-17 06:24:58	-- learning_rate_scheduler: cyclicLR
04-17 06:24:58	-- momentum: 0.9
04-17 06:24:58	-- weight_decay: 0.0005
04-17 06:24:58	-- dropout_rate: 0
04-17 06:24:58	-- adv_train_type: fgsm
04-17 06:24:58	-- epsilon_train: 8
04-17 06:24:58	-- alpha_train: 2
04-17 06:24:58	-- epsilon_eval: 8
04-17 06:24:58	-- alpha_eval: 2
04-17 06:24:58	-- restarts_eval: 1
04-17 06:24:58	-- attack_iters_eval: 5
04-17 06:24:58	device: cuda (1 GPUs)
04-17 06:24:58	output_path: results/cifar100/baselines/adversarial_fgsm/wrn-40-2
04-17 06:24:58	log_file: results/cifar100/baselines/adversarial_fgsm/wrn-40-2/adv_train_wrn_log.txt

04-17 06:24:58	start loading datasets: cifar100
04-17 06:24:59	loaded 50000 dataset_train samples
04-17 06:24:59	loaded 10000 dataset_test samples
04-17 06:24:59	elapsed time: 0:00:01.550275

04-17 06:24:59	start initializing a model
04-17 06:24:59	end initializing a model
04-17 06:24:59	elapsed time:0:00:00.050746

04-17 06:24:59	start setting trainer configurations
04-17 06:25:03	end setting trainer configurations
04-17 06:25:03	elapsed time:0:00:04.008346

04-17 06:25:03	start training a model
04-17 06:25:03	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-17 07:44:13	076	train	1.5156	0.5640	|	test	2.0565	0.1461
04-17 07:45:15	077	train	1.5058	0.5646	|	test	2.0179	0.1636
04-17 07:46:18	078	train	1.4873	0.5696	|	test	2.0433	0.1555
04-17 07:47:21	079	train	1.4584	0.5761	|	test	2.0694	0.1596
04-17 07:48:23	080	train	1.4403	0.5829	|	test	2.0151	0.1666
04-17 07:49:26	081	train	1.4185	0.5884	|	test	2.0385	0.1626
04-17 07:50:28	082	train	1.3990	0.5948	|	test	2.0214	0.1568
04-17 07:51:31	083	train	1.3768	0.5973	|	test	2.0035	0.1531
04-17 07:52:33	084	train	1.3498	0.6035	|	test	2.0141	0.1576
04-17 07:53:36	085	train	1.3206	0.6126	|	test	1.9966	0.1600
04-17 07:54:38	086	train	1.2951	0.6167	|	test	2.0284	0.1621
04-17 07:55:41	087	train	1.2676	0.6263	|	test	2.0404	0.1502
04-17 07:56:43	088	train	1.2371	0.6316	|	test	1.9886	0.1637
04-17 07:57:46	089	train	1.2006	0.6419	|	test	1.9821	0.1666
04-17 07:58:48	090	train	1.1609	0.6522	|	test	2.0129	0.1601
04-17 07:59:51	091	train	1.1186	0.6650	|	test	1.9886	0.1585
04-17 08:00:54	092	train	1.0753	0.6770	|	test	1.9750	0.1634
04-17 08:01:56	093	train	1.0260	0.6920	|	test	1.9663	0.1695
04-17 08:02:59	094	train	0.9763	0.7026	|	test	1.9894	0.1680
04-17 08:04:01	095	train	0.9221	0.7191	|	test	1.9790	0.1650
04-17 08:05:04	096	train	0.8574	0.7383	|	test	1.9637	0.1721
04-17 08:06:06	097	train	0.7890	0.7587	|	test	1.9665	0.1754
04-17 08:07:09	098	train	0.7214	0.7797	|	test	1.9584	0.1732
04-17 08:08:11	099	train	0.6522	0.8021	|	test	1.9574	0.1788
04-17 08:09:14	100	train	0.5954	0.8223	|	test	1.9679	0.1749
04-17 08:09:14	end training a model
04-17 08:09:14	elapsed time:1:44:10.791407

