04-14 18:36:42	##### arguments #####
04-14 18:36:42	dataset: cifar10
04-14 18:36:42	model_config: config/model/wrn-40-1.json
04-14 18:36:42	-- num_layer: 40
04-14 18:36:42	-- widening_factor: 1
04-14 18:36:42	run_config: config/run/adv_train_fgsm.json
04-14 18:36:42	-- batch_size_train: 128
04-14 18:36:42	-- batch_size_eval: 256
04-14 18:36:42	-- num_epochs: 100
04-14 18:36:42	-- learning_rate: 0.1
04-14 18:36:42	-- learning_rate_scheduler: cyclicLR
04-14 18:36:42	-- momentum: 0.9
04-14 18:36:42	-- weight_decay: 0.0005
04-14 18:36:42	-- dropout_rate: 0
04-14 18:36:42	-- adv_train_type: fgsm
04-14 18:36:42	-- epsilon_train: 8
04-14 18:36:42	-- alpha_train: 2
04-14 18:36:42	-- epsilon_eval: 8
04-14 18:36:42	-- alpha_eval: 2
04-14 18:36:42	-- restarts_eval: 1
04-14 18:36:42	-- attack_iters_eval: 5
04-14 18:36:42	device: cuda (1 GPUs)
04-14 18:36:42	output_path: results/cifar10/baselines/adversarial_fgsm/wrn-40-1
04-14 18:36:42	log_file: results/cifar10/baselines/adversarial_fgsm/wrn-40-1/adv_train_wrn_log.txt

04-14 18:36:42	start loading datasets: cifar10
04-14 18:36:43	loaded 50000 dataset_train samples
04-14 18:36:43	loaded 10000 dataset_test samples
04-14 18:36:43	elapsed time: 0:00:01.208863

04-14 18:36:43	start initializing a model
04-14 18:36:43	end initializing a model
04-14 18:36:43	elapsed time:0:00:00.026430

04-14 18:36:43	start setting trainer configurations
04-14 18:36:47	end setting trainer configurations
04-14 18:36:47	elapsed time:0:00:03.748429

04-14 18:36:47	start training a model
04-14 18:36:47	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-14 19:26:29	073	train	0.6754	0.7516	|	test	1.0821	0.3214
04-14 19:27:10	074	train	0.6666	0.7566	|	test	1.0665	0.3235
04-14 19:27:51	075	train	0.6610	0.7577	|	test	1.0930	0.3020
04-14 19:28:31	076	train	0.6553	0.7563	|	test	1.1105	0.3025
04-14 19:29:12	077	train	0.6543	0.7593	|	test	1.0884	0.3009
04-14 19:29:52	078	train	0.6450	0.7649	|	test	1.1133	0.2998
04-14 19:30:33	079	train	0.6381	0.7672	|	test	1.0691	0.3157
04-14 19:31:14	080	train	0.6335	0.7660	|	test	1.0620	0.3292
04-14 19:31:54	081	train	0.6255	0.7705	|	test	1.0572	0.3297
04-14 19:32:35	082	train	0.6178	0.7701	|	test	1.0471	0.3320
04-14 19:33:16	083	train	0.6096	0.7742	|	test	1.0429	0.3353
04-14 19:33:57	084	train	0.6063	0.7760	|	test	1.0418	0.3268
04-14 19:34:37	085	train	0.5919	0.7802	|	test	1.0629	0.3186
04-14 19:35:17	086	train	0.5824	0.7845	|	test	1.0729	0.3180
04-14 19:35:58	087	train	0.5727	0.7873	|	test	1.0775	0.3147
04-14 19:36:39	088	train	0.5601	0.7913	|	test	1.0563	0.3221
04-14 19:37:20	089	train	0.5568	0.7930	|	test	1.0347	0.3509
04-14 19:38:01	090	train	0.5379	0.8013	|	test	1.0496	0.3348
04-14 19:38:42	091	train	0.5278	0.8038	|	test	1.0549	0.3186
04-14 19:39:22	092	train	0.5141	0.8083	|	test	1.0404	0.3314
04-14 19:40:03	093	train	0.4956	0.8158	|	test	1.0316	0.3365
04-14 19:40:44	094	train	0.4776	0.8229	|	test	1.0311	0.3418
04-14 19:41:25	095	train	0.4598	0.8296	|	test	1.0331	0.3423
04-14 19:42:05	096	train	0.4374	0.8374	|	test	1.0192	0.3570
04-14 19:42:46	097	train	0.4139	0.8465	|	test	1.0189	0.3445
04-14 19:43:27	098	train	0.3922	0.8553	|	test	1.0355	0.3454
04-14 19:44:08	099	train	0.3633	0.8662	|	test	1.0382	0.3500
04-14 19:44:49	100	train	0.3359	0.8779	|	test	1.0184	0.3564
04-14 19:44:49	end training a model
04-14 19:44:49	elapsed time:1:08:01.892349

