04-16 20:57:00	##### arguments #####
04-16 20:57:00	dataset: cifar10
04-16 20:57:00	model_config: config/model/wrn-16-8.json
04-16 20:57:00	-- num_layer: 16
04-16 20:57:00	-- widening_factor: 8
04-16 20:57:00	run_config: config/run/adv_train_fgsm.json
04-16 20:57:00	-- batch_size_train: 128
04-16 20:57:00	-- batch_size_eval: 256
04-16 20:57:00	-- num_epochs: 100
04-16 20:57:00	-- learning_rate: 0.1
04-16 20:57:00	-- learning_rate_scheduler: cyclicLR
04-16 20:57:00	-- momentum: 0.9
04-16 20:57:00	-- weight_decay: 0.0005
04-16 20:57:00	-- dropout_rate: 0
04-16 20:57:00	-- adv_train_type: fgsm
04-16 20:57:00	-- epsilon_train: 8
04-16 20:57:00	-- alpha_train: 2
04-16 20:57:00	-- epsilon_eval: 8
04-16 20:57:00	-- alpha_eval: 2
04-16 20:57:00	-- restarts_eval: 1
04-16 20:57:00	-- attack_iters_eval: 5
04-16 20:57:00	device: cuda (1 GPUs)
04-16 20:57:00	output_path: results/cifar10/baselines/adversarial_fgsm/wrn-16-8
04-16 20:57:00	log_file: results/cifar10/baselines/adversarial_fgsm/wrn-16-8/adv_train_wrn_log.txt

04-16 20:57:00	start loading datasets: cifar10
04-16 20:57:01	loaded 50000 dataset_train samples
04-16 20:57:01	loaded 10000 dataset_test samples
04-16 20:57:01	elapsed time: 0:00:01.226184

04-16 20:57:01	start initializing a model
04-16 20:57:01	end initializing a model
04-16 20:57:01	elapsed time:0:00:00.161786

04-16 20:57:01	start setting trainer configurations
04-16 20:57:05	end setting trainer configurations
04-16 20:57:05	elapsed time:0:00:04.173956

04-16 20:57:05	start training a model
04-16 20:57:05	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-17 00:10:40	082	train	0.2221	0.9205	|	test	1.1649	0.2948
04-17 00:13:01	083	train	0.2125	0.9238	|	test	1.1566	0.3140
04-17 00:15:22	084	train	0.2042	0.9277	|	test	1.1669	0.3027
04-17 00:17:44	085	train	0.1892	0.9339	|	test	1.1909	0.3009
04-17 00:20:05	086	train	0.1827	0.9353	|	test	1.1655	0.3137
04-17 00:22:27	087	train	0.1638	0.9437	|	test	1.2126	0.2923
04-17 00:24:48	088	train	0.1540	0.9482	|	test	1.2160	0.3086
04-17 00:27:09	089	train	0.1378	0.9534	|	test	1.2301	0.3126
04-17 00:29:31	090	train	0.1242	0.9584	|	test	1.2036	0.3179
04-17 00:31:53	091	train	0.1093	0.9644	|	test	1.2464	0.3138
04-17 00:34:14	092	train	0.0977	0.9683	|	test	1.2059	0.3294
04-17 00:36:36	093	train	0.0786	0.9765	|	test	1.2640	0.3147
04-17 00:38:57	094	train	0.0660	0.9805	|	test	1.2232	0.3338
04-17 00:41:19	095	train	0.0536	0.9847	|	test	1.2415	0.3340
04-17 00:43:40	096	train	0.0396	0.9904	|	test	1.2532	0.3422
04-17 00:46:01	097	train	0.0318	0.9922	|	test	1.2463	0.3468
04-17 00:48:23	098	train	0.0240	0.9948	|	test	1.2333	0.3552
04-17 00:50:44	099	train	0.0196	0.9964	|	test	1.2529	0.3538
04-17 00:53:06	100	train	0.0172	0.9970	|	test	1.2107	0.3613
04-17 00:53:06	end training a model
04-17 00:53:06	elapsed time:3:56:00.354358

