04-15 06:43:31	##### arguments #####
04-15 06:43:31	dataset: cifar10
04-15 06:43:31	model_config: config/model/wrn-40-8.json
04-15 06:43:31	-- num_layer: 40
04-15 06:43:31	-- widening_factor: 8
04-15 06:43:31	run_config: config/run/adv_train.json
04-15 06:43:31	-- batch_size_train: 128
04-15 06:43:31	-- batch_size_eval: 256
04-15 06:43:31	-- num_epochs: 100
04-15 06:43:31	-- learning_rate: 0.1
04-15 06:43:31	-- learning_rate_scheduler: cyclicLR
04-15 06:43:31	-- momentum: 0.9
04-15 06:43:31	-- weight_decay: 0.0005
04-15 06:43:31	-- dropout_rate: 0
04-15 06:43:31	-- adv_train_type: pgd
04-15 06:43:31	-- epsilon_train: 8
04-15 06:43:31	-- alpha_train: 2
04-15 06:43:31	-- restarts_train: 1
04-15 06:43:31	-- attack_iters_train: 7
04-15 06:43:31	-- epsilon_eval: 8
04-15 06:43:31	-- alpha_eval: 2
04-15 06:43:31	-- restarts_eval: 1
04-15 06:43:31	-- attack_iters_eval: 5
04-15 06:43:31	device: cuda (1 GPUs)
04-15 06:43:31	output_path: results/cifar10/baselines/adversarial/wrn-40-8
04-15 06:43:31	log_file: results/cifar10/baselines/adversarial/wrn-40-8/adv_train_wrn_log.txt

04-15 06:43:31	start loading datasets: cifar10
04-15 06:43:32	loaded 50000 dataset_train samples
04-15 06:43:32	loaded 10000 dataset_test samples
04-15 06:43:32	elapsed time: 0:00:01.295629

04-15 06:43:32	start initializing a model
04-15 06:43:33	end initializing a model
04-15 06:43:33	elapsed time:0:00:00.645099

04-15 06:43:33	start setting trainer configurations
04-15 06:43:37	end setting trainer configurations
04-15 06:43:37	elapsed time:0:00:03.903632

04-15 06:43:37	start training a model
04-15 06:43:37	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-16 05:41:22	067	train	0.9668	0.6093	|	test	0.8963	0.5537
04-16 06:01:55	068	train	0.9540	0.6145	|	test	0.8704	0.5564
04-16 06:22:27	069	train	0.9446	0.6179	|	test	0.8605	0.5630
04-16 06:42:59	070	train	0.9325	0.6201	|	test	0.8588	0.5582
04-16 07:03:31	071	train	0.9177	0.6250	|	test	0.8352	0.5613
04-16 07:24:03	072	train	0.9052	0.6280	|	test	0.8622	0.5649
04-16 07:44:35	073	train	0.8940	0.6350	|	test	0.8445	0.5605
04-16 08:05:07	074	train	0.8798	0.6398	|	test	0.8596	0.5623
04-16 08:25:39	075	train	0.8656	0.6448	|	test	0.8457	0.5635
04-16 08:46:11	076	train	0.8534	0.6494	|	test	0.8517	0.5562
04-16 09:06:42	077	train	0.8358	0.6575	|	test	0.8447	0.5541
04-16 09:27:14	078	train	0.8247	0.6581	|	test	0.8553	0.5581
04-16 09:47:45	079	train	0.8054	0.6636	|	test	0.8356	0.5552
04-16 10:08:18	080	train	0.7903	0.6702	|	test	0.8358	0.5628
04-16 10:28:50	081	train	0.7751	0.6760	|	test	0.8194	0.5554
04-16 10:49:21	082	train	0.7586	0.6817	|	test	0.8233	0.5536
04-16 11:09:53	083	train	0.7370	0.6921	|	test	0.8182	0.5567
04-16 11:30:25	084	train	0.7202	0.6987	|	test	0.8254	0.5619
04-16 11:50:57	085	train	0.7032	0.7042	|	test	0.8009	0.5624
04-16 12:11:29	086	train	0.6706	0.7139	|	test	0.8132	0.5501
04-16 12:32:01	087	train	0.6549	0.7238	|	test	0.8002	0.5602
04-16 12:52:33	088	train	0.6271	0.7336	|	test	0.8132	0.5560
04-16 13:13:05	089	train	0.6012	0.7431	|	test	0.8024	0.5554
04-16 13:33:37	090	train	0.5691	0.7549	|	test	0.8000	0.5580
04-16 13:54:09	091	train	0.5429	0.7666	|	test	0.7783	0.5608
04-16 14:14:41	092	train	0.5131	0.7789	|	test	0.7870	0.5571
04-16 14:35:13	093	train	0.4732	0.7945	|	test	0.7843	0.5490
04-16 14:55:45	094	train	0.4396	0.8090	|	test	0.7831	0.5546
04-16 15:16:18	095	train	0.3973	0.8277	|	test	0.7783	0.5488
04-16 15:36:50	096	train	0.3613	0.8427	|	test	0.7795	0.5599
04-16 15:57:22	097	train	0.3179	0.8621	|	test	0.7856	0.5543
04-16 16:17:54	098	train	0.2734	0.8800	|	test	0.7795	0.5572
04-16 16:38:26	099	train	0.2354	0.8972	|	test	0.7956	0.5523
04-16 16:58:58	100	train	0.2079	0.9099	|	test	0.8028	0.5580
04-16 16:58:58	end training a model
04-16 16:58:58	elapsed time:1 day, 10:15:21.156708

