04-16 09:02:41	##### arguments #####
04-16 09:02:41	dataset: cifar10
04-16 09:02:41	model_config: config/model/wrn-16-2.json
04-16 09:02:41	-- num_layer: 16
04-16 09:02:41	-- widening_factor: 2
04-16 09:02:41	run_config: config/run/adv_train.json
04-16 09:02:41	-- batch_size_train: 128
04-16 09:02:41	-- batch_size_eval: 256
04-16 09:02:41	-- num_epochs: 100
04-16 09:02:41	-- learning_rate: 0.1
04-16 09:02:41	-- learning_rate_scheduler: cyclicLR
04-16 09:02:41	-- momentum: 0.9
04-16 09:02:41	-- weight_decay: 0.0005
04-16 09:02:41	-- dropout_rate: 0
04-16 09:02:41	-- adv_train_type: pgd
04-16 09:02:41	-- epsilon_train: 8
04-16 09:02:41	-- alpha_train: 2
04-16 09:02:41	-- restarts_train: 1
04-16 09:02:41	-- attack_iters_train: 7
04-16 09:02:41	-- epsilon_eval: 8
04-16 09:02:41	-- alpha_eval: 2
04-16 09:02:41	-- restarts_eval: 1
04-16 09:02:41	-- attack_iters_eval: 5
04-16 09:02:41	device: cuda (1 GPUs)
04-16 09:02:41	output_path: results/cifar10/baselines/adversarial/wrn-16-2
04-16 09:02:41	log_file: results/cifar10/baselines/adversarial/wrn-16-2/adv_train_wrn_log.txt

04-16 09:02:41	start loading datasets: cifar10
04-16 09:02:42	loaded 50000 dataset_train samples
04-16 09:02:42	loaded 10000 dataset_test samples
04-16 09:02:42	elapsed time: 0:00:01.200605

04-16 09:02:42	start initializing a model
04-16 09:02:42	end initializing a model
04-16 09:02:42	elapsed time:0:00:00.017381

04-16 09:02:42	start setting trainer configurations
04-16 09:02:46	end setting trainer configurations
04-16 09:02:46	elapsed time:0:00:03.891170

04-16 09:02:46	start training a model
04-16 09:02:46	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-16 09:29:57	025	train	1.6729	0.3658	|	test	1.3527	0.4245
04-16 09:31:03	026	train	1.6559	0.3734	|	test	1.3288	0.4236
04-16 09:32:08	027	train	1.6456	0.3753	|	test	1.3152	0.4283
04-16 09:33:13	028	train	1.6317	0.3800	|	test	1.3297	0.4385
04-16 09:34:18	029	train	1.6217	0.3874	|	test	1.3030	0.4431
04-16 09:35:23	030	train	1.6132	0.3878	|	test	1.2723	0.4479
04-16 09:36:28	031	train	1.6049	0.3935	|	test	1.2684	0.4465
04-16 09:37:34	032	train	1.5952	0.3950	|	test	1.2691	0.4527
04-16 09:38:39	033	train	1.5857	0.3996	|	test	1.2369	0.4572
04-16 09:39:44	034	train	1.5804	0.4017	|	test	1.2757	0.4558
04-16 09:40:49	035	train	1.5737	0.4047	|	test	1.2496	0.4592
04-16 09:41:54	036	train	1.5636	0.4092	|	test	1.2358	0.4587
04-16 09:42:59	037	train	1.5591	0.4096	|	test	1.2525	0.4604
04-16 09:44:05	038	train	1.5515	0.4105	|	test	1.2331	0.4507
04-16 09:45:11	039	train	1.5488	0.4136	|	test	1.2093	0.4603
04-16 09:46:18	040	train	1.5428	0.4166	|	test	1.2193	0.4682
04-16 09:47:24	041	train	1.5399	0.4147	|	test	1.2132	0.4795
04-16 09:48:30	042	train	1.5381	0.4171	|	test	1.2095	0.4568
04-16 09:49:36	043	train	1.5329	0.4192	|	test	1.2215	0.4755
04-16 09:50:42	044	train	1.5256	0.4204	|	test	1.2030	0.4867
04-16 09:51:48	045	train	1.5225	0.4230	|	test	1.2073	0.4744
04-16 09:52:54	046	train	1.5234	0.4227	|	test	1.1902	0.4613
04-16 09:54:00	047	train	1.5224	0.4216	|	test	1.2011	0.4557
04-16 09:55:06	048	train	1.5158	0.4240	|	test	1.1926	0.4800
04-16 09:56:12	049	train	1.5148	0.4260	|	test	1.1966	0.4691
04-16 09:57:17	050	train	1.5133	0.4256	|	test	1.1980	0.4705
04-16 09:58:23	051	train	1.5068	0.4286	|	test	1.1801	0.4777
04-16 09:59:30	052	train	1.5056	0.4289	|	test	1.1762	0.4781
04-16 10:00:35	053	train	1.4998	0.4305	|	test	1.1646	0.4762
04-16 10:01:41	054	train	1.4980	0.4294	|	test	1.1922	0.4689
04-16 10:02:47	055	train	1.4910	0.4342	|	test	1.1910	0.4851
04-16 10:03:54	056	train	1.4871	0.4376	|	test	1.1669	0.4892
04-16 10:05:00	057	train	1.4814	0.4358	|	test	1.1491	0.4913
04-16 10:06:06	058	train	1.4803	0.4362	|	test	1.1523	0.4913
04-16 10:07:12	059	train	1.4775	0.4391	|	test	1.1670	0.4801
04-16 10:08:18	060	train	1.4730	0.4391	|	test	1.1577	0.4768
04-16 10:09:24	061	train	1.4724	0.4400	|	test	1.1704	0.4859
04-16 10:10:30	062	train	1.4659	0.4442	|	test	1.1623	0.4725
04-16 10:11:36	063	train	1.4651	0.4439	|	test	1.1283	0.4984
04-16 10:12:42	064	train	1.4611	0.4443	|	test	1.1547	0.5003
04-16 10:13:49	065	train	1.4550	0.4480	|	test	1.1356	0.4981
04-16 10:14:55	066	train	1.4511	0.4490	|	test	1.1681	0.4992
04-16 10:16:01	067	train	1.4489	0.4502	|	test	1.1334	0.4944
04-16 10:17:07	068	train	1.4494	0.4486	|	test	1.1711	0.4938
04-16 10:18:12	069	train	1.4412	0.4530	|	test	1.1150	0.4850
04-16 10:19:17	070	train	1.4390	0.4504	|	test	1.1539	0.4989
04-16 10:20:22	071	train	1.4356	0.4550	|	test	1.1033	0.5007
04-16 10:21:27	072	train	1.4315	0.4551	|	test	1.1151	0.4973
04-16 10:22:32	073	train	1.4326	0.4544	|	test	1.0985	0.5032
04-16 10:23:38	074	train	1.4257	0.4592	|	test	1.1118	0.5035
04-16 10:24:43	075	train	1.4205	0.4585	|	test	1.1038	0.5088
04-16 10:25:49	076	train	1.4184	0.4583	|	test	1.1186	0.5076
04-16 10:26:54	077	train	1.4136	0.4644	|	test	1.0979	0.5098
04-16 10:27:59	078	train	1.4105	0.4630	|	test	1.1203	0.5105
04-16 10:29:04	079	train	1.4056	0.4636	|	test	1.1175	0.5108
04-16 10:30:10	080	train	1.3996	0.4676	|	test	1.0930	0.5124
04-16 10:31:15	081	train	1.3989	0.4665	|	test	1.0692	0.5217
04-16 10:32:20	082	train	1.3958	0.4687	|	test	1.0603	0.5137
04-16 10:33:25	083	train	1.3867	0.4721	|	test	1.0656	0.5187
04-16 10:34:30	084	train	1.3832	0.4725	|	test	1.0707	0.5135
04-16 10:35:36	085	train	1.3817	0.4715	|	test	1.0774	0.5207
04-16 10:36:41	086	train	1.3732	0.4750	|	test	1.0759	0.5200
04-16 10:37:46	087	train	1.3664	0.4757	|	test	1.0645	0.5230
04-16 10:38:51	088	train	1.3590	0.4807	|	test	1.0491	0.5243
04-16 10:39:56	089	train	1.3544	0.4828	|	test	1.0631	0.5228
04-16 10:41:01	090	train	1.3422	0.4845	|	test	1.0485	0.5237
04-16 10:42:07	091	train	1.3369	0.4857	|	test	1.0301	0.5256
04-16 10:43:12	092	train	1.3275	0.4914	|	test	1.0417	0.5235
04-16 10:44:17	093	train	1.3212	0.4937	|	test	1.0267	0.5251
04-16 10:45:22	094	train	1.3097	0.4972	|	test	1.0335	0.5293
04-16 10:46:27	095	train	1.2985	0.4993	|	test	1.0138	0.5291
04-16 10:47:33	096	train	1.2847	0.5041	|	test	0.9912	0.5385
04-16 10:48:38	097	train	1.2715	0.5096	|	test	0.9996	0.5426
04-16 10:49:43	098	train	1.2570	0.5166	|	test	0.9790	0.5379
04-16 10:50:48	099	train	1.2352	0.5223	|	test	0.9865	0.5470
04-16 10:51:53	100	train	1.2194	0.5295	|	test	0.9613	0.5431
04-16 10:51:53	end training a model
04-16 10:51:53	elapsed time:1:49:07.026496

