04-14 16:04:49	##### arguments #####
04-14 16:04:49	dataset: cifar10
04-14 16:04:49	model_config: config/model/wrn-40-1.json
04-14 16:04:49	-- num_layer: 40
04-14 16:04:49	-- widening_factor: 1
04-14 16:04:49	run_config: config/run/adv_train.json
04-14 16:04:49	-- batch_size_train: 128
04-14 16:04:49	-- batch_size_eval: 256
04-14 16:04:49	-- num_epochs: 100
04-14 16:04:49	-- learning_rate: 0.1
04-14 16:04:49	-- learning_rate_scheduler: cyclicLR
04-14 16:04:49	-- momentum: 0.9
04-14 16:04:49	-- weight_decay: 0.0005
04-14 16:04:49	-- dropout_rate: 0
04-14 16:04:49	-- adv_train_type: pgd
04-14 16:04:49	-- epsilon_train: 8
04-14 16:04:49	-- alpha_train: 2
04-14 16:04:49	-- restarts_train: 1
04-14 16:04:49	-- attack_iters_train: 7
04-14 16:04:49	-- epsilon_eval: 8
04-14 16:04:49	-- alpha_eval: 2
04-14 16:04:49	-- restarts_eval: 1
04-14 16:04:49	-- attack_iters_eval: 5
04-14 16:04:49	device: cuda (1 GPUs)
04-14 16:04:49	output_path: results/cifar10/baselines/adversarial/wrn-40-1
04-14 16:04:49	log_file: results/cifar10/baselines/adversarial/wrn-40-1/adv_train_wrn_log.txt

04-14 16:04:49	start loading datasets: cifar10
04-14 16:04:51	loaded 50000 dataset_train samples
04-14 16:04:51	loaded 10000 dataset_test samples
04-14 16:04:51	elapsed time: 0:00:01.875540

04-14 16:04:51	start initializing a model
04-14 16:04:51	end initializing a model
04-14 16:04:51	elapsed time:0:00:00.021629

04-14 16:04:51	start setting trainer configurations
04-14 16:04:55	end setting trainer configurations
04-14 16:04:55	elapsed time:0:00:04.038927

04-14 16:04:55	start training a model
04-14 16:04:55	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-14 16:52:41	026	train	1.8376	0.3079	|	test	1.5660	0.3631
04-14 16:54:32	027	train	1.8084	0.3176	|	test	1.5032	0.3532
04-14 16:56:22	028	train	1.7854	0.3250	|	test	1.5059	0.3619
04-14 16:58:12	029	train	1.7639	0.3348	|	test	1.4620	0.3876
04-14 17:00:02	030	train	1.7383	0.3398	|	test	1.4519	0.3957
04-14 17:01:52	031	train	1.7175	0.3519	|	test	1.3958	0.3923
04-14 17:03:42	032	train	1.6999	0.3553	|	test	1.4016	0.4168
04-14 17:05:32	033	train	1.6832	0.3625	|	test	1.3741	0.4249
04-14 17:07:22	034	train	1.6641	0.3711	|	test	1.3569	0.4196
04-14 17:09:13	035	train	1.6505	0.3739	|	test	1.3429	0.4296
04-14 17:11:03	036	train	1.6343	0.3812	|	test	1.3084	0.4319
04-14 17:12:53	037	train	1.6278	0.3818	|	test	1.3120	0.4316
04-14 17:14:43	038	train	1.6170	0.3860	|	test	1.3598	0.4345
04-14 17:16:33	039	train	1.6054	0.3935	|	test	1.2953	0.4327
04-14 17:18:24	040	train	1.5969	0.3972	|	test	1.2861	0.4242
04-14 17:20:14	041	train	1.5908	0.3971	|	test	1.2787	0.4449
04-14 17:22:04	042	train	1.5779	0.4039	|	test	1.2435	0.4557
04-14 17:23:54	043	train	1.5768	0.4034	|	test	1.2470	0.4504
04-14 17:25:44	044	train	1.5706	0.4036	|	test	1.2219	0.4664
04-14 17:27:35	045	train	1.5652	0.4076	|	test	1.2581	0.4478
04-14 17:29:25	046	train	1.5590	0.4093	|	test	1.2504	0.4636
04-14 17:31:15	047	train	1.5565	0.4098	|	test	1.2792	0.4470
04-14 17:33:05	048	train	1.5508	0.4137	|	test	1.2290	0.4619
04-14 17:34:55	049	train	1.5467	0.4145	|	test	1.2404	0.4793
04-14 17:36:45	050	train	1.5412	0.4164	|	test	1.2439	0.4734
04-14 17:38:35	051	train	1.5382	0.4166	|	test	1.2213	0.4612
04-14 17:40:26	052	train	1.5343	0.4168	|	test	1.2155	0.4717
04-14 17:42:16	053	train	1.5272	0.4194	|	test	1.2114	0.4621
04-14 17:44:06	054	train	1.5232	0.4219	|	test	1.1898	0.4765
04-14 17:45:56	055	train	1.5162	0.4253	|	test	1.1769	0.4761
04-14 17:47:46	056	train	1.5102	0.4281	|	test	1.1945	0.4807
04-14 17:49:36	057	train	1.5041	0.4255	|	test	1.1854	0.4755
04-14 17:51:26	058	train	1.5038	0.4295	|	test	1.1766	0.4681
04-14 17:53:16	059	train	1.4978	0.4307	|	test	1.2022	0.4689
04-14 17:55:06	060	train	1.4938	0.4324	|	test	1.2141	0.4732
04-14 17:56:56	061	train	1.4912	0.4324	|	test	1.1733	0.4780
04-14 17:58:46	062	train	1.4860	0.4333	|	test	1.1648	0.4724
04-14 18:00:36	063	train	1.4809	0.4371	|	test	1.1793	0.4782
04-14 18:02:26	064	train	1.4745	0.4389	|	test	1.1424	0.4877
04-14 18:04:16	065	train	1.4740	0.4395	|	test	1.1902	0.4793
04-14 18:06:06	066	train	1.4700	0.4410	|	test	1.1506	0.4930
04-14 18:07:56	067	train	1.4695	0.4398	|	test	1.1740	0.4864
04-14 18:09:45	068	train	1.4613	0.4442	|	test	1.1472	0.4878
04-14 18:11:37	069	train	1.4579	0.4461	|	test	1.1299	0.4881
04-14 18:13:27	070	train	1.4540	0.4476	|	test	1.1352	0.4872
04-14 18:15:16	071	train	1.4512	0.4467	|	test	1.1388	0.4904
04-14 18:17:07	072	train	1.4460	0.4494	|	test	1.1344	0.4929
04-14 18:18:57	073	train	1.4432	0.4488	|	test	1.1194	0.4863
04-14 18:20:47	074	train	1.4356	0.4533	|	test	1.1405	0.5076
04-14 18:22:36	075	train	1.4331	0.4532	|	test	1.1250	0.5043
04-14 18:24:27	076	train	1.4292	0.4539	|	test	1.1177	0.5125
04-14 18:26:18	077	train	1.4240	0.4581	|	test	1.1137	0.5052
04-14 18:28:08	078	train	1.4206	0.4560	|	test	1.1103	0.4982
04-14 18:29:58	079	train	1.4154	0.4615	|	test	1.1225	0.5100
04-14 18:31:48	080	train	1.4093	0.4611	|	test	1.1068	0.4936
04-14 18:33:38	081	train	1.4060	0.4646	|	test	1.1007	0.5144
04-14 18:35:28	082	train	1.4008	0.4662	|	test	1.0840	0.5095
04-14 18:37:19	083	train	1.3976	0.4665	|	test	1.0923	0.5104
04-14 18:39:10	084	train	1.3915	0.4668	|	test	1.1052	0.5071
04-14 18:41:00	085	train	1.3836	0.4696	|	test	1.0793	0.5205
04-14 18:42:50	086	train	1.3793	0.4721	|	test	1.0887	0.5141
04-14 18:44:40	087	train	1.3685	0.4768	|	test	1.0649	0.5117
04-14 18:46:30	088	train	1.3634	0.4785	|	test	1.0770	0.5137
04-14 18:48:20	089	train	1.3571	0.4783	|	test	1.0585	0.5178
04-14 18:50:10	090	train	1.3484	0.4831	|	test	1.0619	0.5232
04-14 18:52:00	091	train	1.3402	0.4851	|	test	1.0551	0.5248
04-14 18:53:50	092	train	1.3296	0.4885	|	test	1.0418	0.5231
04-14 18:55:40	093	train	1.3190	0.4922	|	test	1.0330	0.5270
04-14 18:57:30	094	train	1.3081	0.4983	|	test	1.0430	0.5361
04-14 18:59:21	095	train	1.2964	0.5004	|	test	1.0169	0.5367
04-14 19:01:11	096	train	1.2789	0.5073	|	test	1.0129	0.5337
04-14 19:03:01	097	train	1.2630	0.5139	|	test	1.0008	0.5394
04-14 19:04:51	098	train	1.2463	0.5169	|	test	0.9901	0.5415
04-14 19:06:41	099	train	1.2264	0.5222	|	test	0.9678	0.5400
04-14 19:08:31	100	train	1.2045	0.5318	|	test	0.9730	0.5447
04-14 19:08:31	end training a model
04-14 19:08:31	elapsed time:3:03:35.465155

