04-16 07:00:13	##### arguments #####
04-16 07:00:13	dataset: cifar10
04-16 07:00:13	model_config: config/model/wrn-16-1.json
04-16 07:00:13	-- num_layer: 16
04-16 07:00:13	-- widening_factor: 1
04-16 07:00:13	run_config: config/run/adv_train.json
04-16 07:00:13	-- batch_size_train: 128
04-16 07:00:13	-- batch_size_eval: 256
04-16 07:00:13	-- num_epochs: 100
04-16 07:00:13	-- learning_rate: 0.1
04-16 07:00:13	-- learning_rate_scheduler: cyclicLR
04-16 07:00:13	-- momentum: 0.9
04-16 07:00:13	-- weight_decay: 0.0005
04-16 07:00:13	-- dropout_rate: 0
04-16 07:00:13	-- adv_train_type: pgd
04-16 07:00:13	-- epsilon_train: 8
04-16 07:00:13	-- alpha_train: 2
04-16 07:00:13	-- restarts_train: 1
04-16 07:00:13	-- attack_iters_train: 7
04-16 07:00:13	-- epsilon_eval: 8
04-16 07:00:13	-- alpha_eval: 2
04-16 07:00:13	-- restarts_eval: 1
04-16 07:00:13	-- attack_iters_eval: 5
04-16 07:00:13	device: cuda (1 GPUs)
04-16 07:00:13	output_path: results/cifar10/baselines/adversarial/wrn-16-1
04-16 07:00:13	log_file: results/cifar10/baselines/adversarial/wrn-16-1/adv_train_wrn_log.txt

04-16 07:00:13	start loading datasets: cifar10
04-16 07:00:15	loaded 50000 dataset_train samples
04-16 07:00:15	loaded 10000 dataset_test samples
04-16 07:00:15	elapsed time: 0:00:01.201737

04-16 07:00:15	start initializing a model
04-16 07:00:15	end initializing a model
04-16 07:00:15	elapsed time:0:00:00.011042

04-16 07:00:15	start setting trainer configurations
04-16 07:00:18	end setting trainer configurations
04-16 07:00:18	elapsed time:0:00:03.819279

04-16 07:00:18	start training a model
04-16 07:00:18	ep	split	adv_loss	adv_acc	|	split	adv_loss	adv_acc
04-16 07:18:33	025	train	1.7653	0.3330	|	test	1.4556	0.3842
04-16 07:19:17	026	train	1.7533	0.3372	|	test	1.4404	0.3866
04-16 07:20:00	027	train	1.7428	0.3432	|	test	1.4227	0.3784
04-16 07:20:44	028	train	1.7306	0.3467	|	test	1.4195	0.3860
04-16 07:21:28	029	train	1.7241	0.3486	|	test	1.3836	0.3991
04-16 07:22:12	030	train	1.7186	0.3487	|	test	1.4234	0.3893
04-16 07:22:55	031	train	1.7085	0.3534	|	test	1.3843	0.4057
04-16 07:23:39	032	train	1.7022	0.3555	|	test	1.3765	0.4061
04-16 07:24:23	033	train	1.6948	0.3590	|	test	1.3978	0.4019
04-16 07:25:07	034	train	1.6919	0.3590	|	test	1.3557	0.4133
04-16 07:25:50	035	train	1.6827	0.3611	|	test	1.3475	0.4163
04-16 07:26:34	036	train	1.6783	0.3664	|	test	1.3619	0.4151
04-16 07:27:18	037	train	1.6727	0.3660	|	test	1.3487	0.4261
04-16 07:28:01	038	train	1.6690	0.3677	|	test	1.3651	0.4095
04-16 07:28:45	039	train	1.6638	0.3699	|	test	1.3438	0.4162
04-16 07:29:29	040	train	1.6632	0.3703	|	test	1.3556	0.4172
04-16 07:30:13	041	train	1.6592	0.3718	|	test	1.3713	0.4095
04-16 07:30:56	042	train	1.6536	0.3725	|	test	1.3267	0.4214
04-16 07:31:40	043	train	1.6514	0.3725	|	test	1.3377	0.4395
04-16 07:32:24	044	train	1.6476	0.3756	|	test	1.3397	0.4280
04-16 07:33:07	045	train	1.6439	0.3765	|	test	1.3317	0.4241
04-16 07:33:51	046	train	1.6443	0.3785	|	test	1.3109	0.4263
04-16 07:34:34	047	train	1.6416	0.3790	|	test	1.3291	0.4270
04-16 07:35:19	048	train	1.6377	0.3785	|	test	1.3392	0.4277
04-16 07:36:03	049	train	1.6370	0.3800	|	test	1.3361	0.4336
04-16 07:36:47	050	train	1.6359	0.3781	|	test	1.3154	0.4294
04-16 07:37:31	051	train	1.6331	0.3806	|	test	1.3163	0.4449
04-16 07:38:14	052	train	1.6299	0.3826	|	test	1.3175	0.4260
04-16 07:38:58	053	train	1.6277	0.3823	|	test	1.2937	0.4389
04-16 07:39:42	054	train	1.6215	0.3842	|	test	1.2971	0.4422
04-16 07:40:26	055	train	1.6196	0.3851	|	test	1.3065	0.4329
04-16 07:41:09	056	train	1.6181	0.3863	|	test	1.3192	0.4295
04-16 07:41:53	057	train	1.6149	0.3876	|	test	1.3051	0.4339
04-16 07:42:36	058	train	1.6096	0.3915	|	test	1.2693	0.4345
04-16 07:43:20	059	train	1.6100	0.3912	|	test	1.2750	0.4396
04-16 07:44:04	060	train	1.6088	0.3904	|	test	1.3164	0.4317
04-16 07:44:47	061	train	1.6053	0.3916	|	test	1.2647	0.4524
04-16 07:45:31	062	train	1.6040	0.3919	|	test	1.2684	0.4571
04-16 07:46:14	063	train	1.6018	0.3919	|	test	1.2789	0.4609
04-16 07:46:58	064	train	1.5966	0.3942	|	test	1.2636	0.4480
04-16 07:47:42	065	train	1.5955	0.3947	|	test	1.2574	0.4522
04-16 07:48:25	066	train	1.5906	0.3952	|	test	1.2585	0.4536
04-16 07:49:09	067	train	1.5908	0.3975	|	test	1.2764	0.4539
04-16 07:49:52	068	train	1.5886	0.3970	|	test	1.2434	0.4489
04-16 07:50:36	069	train	1.5879	0.3964	|	test	1.2618	0.4554
04-16 07:51:20	070	train	1.5821	0.4019	|	test	1.2811	0.4404
04-16 07:52:03	071	train	1.5836	0.3993	|	test	1.2634	0.4539
04-16 07:52:47	072	train	1.5817	0.4017	|	test	1.2768	0.4460
04-16 07:53:31	073	train	1.5800	0.4017	|	test	1.2601	0.4647
04-16 07:54:15	074	train	1.5741	0.4035	|	test	1.2696	0.4609
04-16 07:54:59	075	train	1.5728	0.4037	|	test	1.2454	0.4454
04-16 07:55:43	076	train	1.5706	0.4053	|	test	1.2246	0.4655
04-16 07:56:27	077	train	1.5668	0.4068	|	test	1.2422	0.4627
04-16 07:57:10	078	train	1.5632	0.4062	|	test	1.2451	0.4477
04-16 07:57:54	079	train	1.5614	0.4094	|	test	1.2426	0.4599
04-16 07:58:37	080	train	1.5583	0.4109	|	test	1.2339	0.4675
04-16 07:59:21	081	train	1.5550	0.4102	|	test	1.2269	0.4635
04-16 08:00:05	082	train	1.5532	0.4119	|	test	1.2156	0.4604
04-16 08:00:49	083	train	1.5511	0.4119	|	test	1.2468	0.4651
04-16 08:01:32	084	train	1.5443	0.4131	|	test	1.2402	0.4683
04-16 08:02:16	085	train	1.5430	0.4156	|	test	1.2249	0.4709
04-16 08:03:00	086	train	1.5386	0.4167	|	test	1.2174	0.4647
04-16 08:03:44	087	train	1.5391	0.4140	|	test	1.1768	0.4749
04-16 08:04:28	088	train	1.5320	0.4180	|	test	1.1954	0.4736
04-16 08:05:11	089	train	1.5260	0.4202	|	test	1.1953	0.4769
04-16 08:05:55	090	train	1.5209	0.4217	|	test	1.1803	0.4804
04-16 08:06:39	091	train	1.5128	0.4250	|	test	1.1943	0.4800
04-16 08:07:23	092	train	1.5110	0.4263	|	test	1.1844	0.4808
04-16 08:08:07	093	train	1.5040	0.4284	|	test	1.1628	0.4864
04-16 08:08:51	094	train	1.4974	0.4292	|	test	1.1778	0.4839
04-16 08:09:35	095	train	1.4945	0.4323	|	test	1.1726	0.4912
04-16 08:10:18	096	train	1.4842	0.4359	|	test	1.1466	0.4836
04-16 08:11:01	097	train	1.4759	0.4379	|	test	1.1611	0.4948
04-16 08:11:45	098	train	1.4634	0.4422	|	test	1.1310	0.4925
04-16 08:12:29	099	train	1.4546	0.4478	|	test	1.1318	0.5038
04-16 08:13:13	100	train	1.4399	0.4528	|	test	1.1311	0.5059
04-16 08:13:13	end training a model
04-16 08:13:13	elapsed time:1:12:54.465074

